metric,value
relocalization_success_rate,0.6
relocalization_failure_rate,0.4
false_place_match_rate_per_attempt,0.0
unmatched_query_rate,0.4
success_rate_95ci_low,0.38529275745797487
success_rate_95ci_high,0.8147072425420251
matchability_inlier_pearson,0.6501743319503167
matchability_inlier_spearman,0.6546874007801087
roc_auc_predicting_match_success,0.890625
median_attempted_position_error_m,1.0
position_rmse_m,1.0
