Source,Destination,Relation,MeanAttention
LiDARReliability,NumSV,untyped,0.0807933715275592
LiDARReliability,GPSSpeedResidual,untyped,0.080790048568613
LiDARReliability,GPSInnovation,untyped,0.080782739031646
LiDARReliability,LidarStructure,untyped,0.0807122179410524
LiDARReliability,LidarInlierRatio,untyped,0.0806947094905708
LiDARReliability,OdomReliability,untyped,0.0806583015041219
LiDARReliability,OpenSkyScore,untyped,0.080560655436582
LiDARReliability,OdomCovXY,untyped,0.0805179268742601
LocalizationDifficulty,GPSFix,untyped,0.0803832856731282
LiDARReliability,LidarICPRMSE,untyped,0.0798936026791732
LiDARReliability,LidarValidRatio,untyped,0.079690085310075
LiDARReliability,GPSFix,untyped,0.0780899389129546
OdomCovXY,LiDARReliability,untyped,0.077994235066904
OdomCovXY,LocalizationDifficulty,untyped,0.0779910101037886
OdomCovXY,GNSSReliability,untyped,0.0779737903633052
OdomCovXY,OdomYawVar,untyped,0.0779653222610553
OdomCovXY,NumSV,untyped,0.0779391132916013
OdomCovXY,GPSSpeedResidual,untyped,0.0779359105767475
OdomCovXY,GPSInnovation,untyped,0.0779288579813308
OdomCovXY,LidarStructure,untyped,0.077860828799506
OdomCovXY,LidarInlierRatio,untyped,0.0778439394715759
OdomCovXY,OdomReliability,untyped,0.077808817434642
OdomCovXY,OpenSkyScore,untyped,0.0777146210893989
OdomCovXY,OdomCovXY,untyped,0.0776734015800887
GNSSReliability,Dynamics,untyped,0.0773804125686487
OdomCovXY,LidarICPRMSE,untyped,0.0770711381402281
OdomCovXY,LidarValidRatio,untyped,0.0768748094431228
LocalizationDifficulty,Dynamics,untyped,0.0763020580634475
OdomCovXY,GPSFix,untyped,0.075331189048787
LiDARReliability,Dynamics,untyped,0.07427527072529
OdomCovXY,Dynamics,untyped,0.0719074072937171
GPSSpeedResidual,LiDARReliability,untyped,0.0653494267931415
GPSSpeedResidual,LocalizationDifficulty,untyped,0.0653467300968866
GPSSpeedResidual,GNSSReliability,untyped,0.0653323069111341
GPSSpeedResidual,OdomYawVar,untyped,0.0653252226507498
GPSSpeedResidual,NumSV,untyped,0.0653033579906656
GPSSpeedResidual,GPSSpeedResidual,untyped,0.0653006396670308
GPSSpeedResidual,GPSInnovation,untyped,0.0652947358062698
GPSSpeedResidual,LidarStructure,untyped,0.0652378272886078
GPSSpeedResidual,LidarInlierRatio,untyped,0.065223665183617
GPSSpeedResidual,OdomReliability,untyped,0.0651941839088168
GPSSpeedResidual,OpenSkyScore,untyped,0.065115296592315
GPSSpeedResidual,OdomCovXY,untyped,0.0650807231043776
Dynamics,Dynamics,untyped,0.0649174486493899
GPSSpeedResidual,LidarICPRMSE,untyped,0.0645757576761146
GPSSpeedResidual,LidarValidRatio,untyped,0.0644116989440388
Dynamics,GPSFix,untyped,0.0633097963614596
GPSSpeedResidual,GPSFix,untyped,0.0631182061818739
GPSSpeedResidual,Dynamics,untyped,0.0625414726738301
Dynamics,LidarValidRatio,untyped,0.0622662761145168
Dynamics,LidarICPRMSE,untyped,0.0619167201220989
OdomReliability,LiDARReliability,untyped,0.0607685315319233
OdomReliability,LocalizationDifficulty,untyped,0.0607660208932228
OdomReliability,GNSSReliability,untyped,0.0607526046223938
OdomReliability,OdomYawVar,untyped,0.060746006667614
OdomReliability,NumSV,untyped,0.0607255889723698
OdomReliability,GPSSpeedResidual,untyped,0.0607230907513036
OdomReliability,GPSInnovation,untyped,0.0607175968276958
OdomReliability,LidarStructure,untyped,0.0606645917933848
OdomReliability,LidarInlierRatio,untyped,0.0606514332919485
OdomReliability,OdomReliability,untyped,0.0606240671024554
Dynamics,OdomCovXY,untyped,0.060605577348421
LidarInlierRatio,LiDARReliability,untyped,0.0605628180524541
LidarInlierRatio,LocalizationDifficulty,untyped,0.0605603220044739
OdomReliability,OpenSkyScore,untyped,0.0605506761930883
LidarInlierRatio,GNSSReliability,untyped,0.0605469691670603
LidarInlierRatio,OdomYawVar,untyped,0.0605404008076423
Dynamics,OpenSkyScore,untyped,0.060531427928557
LidarInlierRatio,NumSV,untyped,0.0605200184509158
OdomReliability,OdomCovXY,untyped,0.0605185598962837
LidarInlierRatio,GPSSpeedResidual,untyped,0.0605175409259068
LidarInlierRatio,GPSInnovation,untyped,0.0605120568846663
LidarInlierRatio,LidarStructure,untyped,0.0604591792863276
LidarInlierRatio,LidarInlierRatio,untyped,0.0604460931693514
LidarInlierRatio,OdomReliability,untyped,0.0604189019650221
LidarInlierRatio,OpenSkyScore,untyped,0.0603458869995342
LidarInlierRatio,OdomCovXY,untyped,0.0603139367885888
Dynamics,LidarInlierRatio,untyped,0.0601767239212576
Dynamics,LidarStructure,untyped,0.0601621706607855
Dynamics,OdomReliability,untyped,0.0601449210403694
OdomReliability,LidarICPRMSE,untyped,0.0600493116200798
OdomReliability,Dynamics,untyped,0.059943362708307
OdomReliability,LidarValidRatio,untyped,0.0598963443707261
LidarInlierRatio,Dynamics,untyped,0.0598716647364199
LidarInlierRatio,LidarICPRMSE,untyped,0.0598471386668583
Dynamics,GPSInnovation,untyped,0.0597696366926862
Dynamics,GPSSpeedResidual,untyped,0.0597176850876874
LidarInlierRatio,LidarValidRatio,untyped,0.059693728832321
Dynamics,NumSV,untyped,0.0596858095895085
Dynamics,OdomYawVar,untyped,0.059376483472685
Dynamics,GNSSReliability,untyped,0.0592744805229207
GPSInnovation,LiDARReliability,untyped,0.059211877381636
GPSInnovation,LocalizationDifficulty,untyped,0.0592094354021052
GPSInnovation,GNSSReliability,untyped,0.0591963697742257
GPSInnovation,OdomYawVar,untyped,0.0591899479946329
GPSInnovation,NumSV,untyped,0.0591700686038368
GPSInnovation,GPSSpeedResidual,untyped,0.0591676453542378
GPSInnovation,GPSInnovation,untyped,0.0591623013735645
GPSInnovation,Dynamics,untyped,0.0591470065216223
GPSInnovation,LidarStructure,untyped,0.0591106600542035
GPSInnovation,LidarInlierRatio,untyped,0.0590978246182203
GPSInnovation,OdomReliability,untyped,0.0590711130967571
Dynamics,LocalizationDifficulty,untyped,0.0590671018645581
Dynamics,LiDARReliability,untyped,0.059028327697888
GPSInnovation,OpenSkyScore,untyped,0.0589994601905346
GPSInnovation,OdomCovXY,untyped,0.0589682913592292
OdomReliability,GPSFix,untyped,0.0586936457806991
GPSInnovation,LidarICPRMSE,untyped,0.0585108750706746
LidarInlierRatio,GPSFix,untyped,0.0584957108108534
GPSInnovation,LidarValidRatio,untyped,0.0583620434109536
GPSFix,Dynamics,untyped,0.0582387443217966
OdomYawVar,Dynamics,untyped,0.0579971633851528
GPSFix,LiDARReliability,untyped,0.0573611143562529
GPSFix,LocalizationDifficulty,untyped,0.0573587446059618
GPSFix,GNSSReliability,untyped,0.0573460803263717
GPSFix,OdomYawVar,untyped,0.0573398524170948
GPSFix,NumSV,untyped,0.0573205774546497
GPSFix,GPSSpeedResidual,untyped,0.0573182208980951
GPSFix,GPSInnovation,untyped,0.0573130348800785
GPSFix,LidarStructure,untyped,0.0572630026274257
GPSFix,LidarInlierRatio,untyped,0.0572505823026101
GPSFix,OdomReliability,untyped,0.0572247503635784
GPSInnovation,GPSFix,untyped,0.0572009497425622
GPSFix,OpenSkyScore,untyped,0.0571554719677402
GPSFix,OdomCovXY,untyped,0.0571251556070314
OdomYawVar,LiDARReliability,untyped,0.0568337713161276
OdomYawVar,LocalizationDifficulty,untyped,0.056831422727555
OdomYawVar,GNSSReliability,untyped,0.0568188749667671
OdomYawVar,OdomYawVar,untyped,0.0568127042820884
OdomYawVar,NumSV,untyped,0.0567936094788214
OdomYawVar,GPSSpeedResidual,untyped,0.0567912741357254
OdomYawVar,GPSInnovation,untyped,0.0567861350460185
OdomYawVar,LidarStructure,untyped,0.0567365614179936
OdomYawVar,LidarInlierRatio,untyped,0.0567242550249729
OdomYawVar,OdomReliability,untyped,0.0566986611423393
GPSFix,LidarICPRMSE,untyped,0.0566822186422845
OdomYawVar,OpenSkyScore,untyped,0.0566300217890077
OdomYawVar,OdomCovXY,untyped,0.0565999857046538
GPSFix,LidarValidRatio,untyped,0.0565378284599218
LidarValidRatio,Dynamics,untyped,0.056314441220214
OdomYawVar,LidarICPRMSE,untyped,0.0561611211030848
NumSV,Dynamics,untyped,0.056106534269121
OdomYawVar,LidarValidRatio,untyped,0.0560180562962261
OpenSkyScore,Dynamics,untyped,0.0559217616812223
GPSFix,GPSFix,untyped,0.0558187840506434
OdomYawVar,GPSFix,untyped,0.0557157708745864
LidarStructure,Dynamics,untyped,0.0553681111584107
LidarValidRatio,GPSFix,untyped,0.0549474990823203
NumSV,GPSFix,untyped,0.054908174297048
OpenSkyScore,GPSFix,untyped,0.0548319658781919
LidarStructure,GPSFix,untyped,0.0544765096985632
NumSV,LidarValidRatio,untyped,0.0543592049119373
LidarICPRMSE,Dynamics,untyped,0.0537671525962651
LidarICPRMSE,GPSFix,untyped,0.0530790584679279
LidarValidRatio,LiDARReliability,untyped,0.0530222591219677
LidarValidRatio,LocalizationDifficulty,untyped,0.0530200725835231
LidarValidRatio,GNSSReliability,untyped,0.0530083809668819
LidarValidRatio,OdomYawVar,untyped,0.0530026294808421
LidarValidRatio,NumSV,untyped,0.0529847903591063
LidarValidRatio,GPSSpeedResidual,untyped,0.0529826196014053
LidarValidRatio,GPSInnovation,untyped,0.0529778186852733
OpenSkyScore,LidarValidRatio,untyped,0.0529645698972874
LidarValidRatio,LidarStructure,untyped,0.0529315280210641
LidarValidRatio,LidarInlierRatio,untyped,0.0529200713046723
NumSV,LiDARReliability,untyped,0.0529132921041714
NumSV,LocalizationDifficulty,untyped,0.0529110048794084
NumSV,GNSSReliability,untyped,0.0528987295304736
LidarValidRatio,OdomReliability,untyped,0.0528962592490845
NumSV,OdomYawVar,untyped,0.0528927601149513
NumSV,NumSV,untyped,0.0528753741333882
NumSV,GPSSpeedResidual,untyped,0.0528722346967293
NumSV,GPSInnovation,untyped,0.0528671036784848
LidarValidRatio,OpenSkyScore,untyped,0.0528323244199985
NumSV,LidarStructure,untyped,0.0528199039917025
NumSV,LidarInlierRatio,untyped,0.0528073549891512
LidarValidRatio,OdomCovXY,untyped,0.052804347127676
NumSV,OdomReliability,untyped,0.0527803813003831
LidarValidRatio,LidarICPRMSE,untyped,0.0527251702215936
NumSV,OpenSkyScore,untyped,0.0527133493063351
NumSV,OdomCovXY,untyped,0.0526825312731995
LidarValidRatio,LidarValidRatio,untyped,0.0526639738947981
OpenSkyScore,LiDARReliability,untyped,0.0524608853997456
OpenSkyScore,LocalizationDifficulty,untyped,0.0524586735086309
OpenSkyScore,GNSSReliability,untyped,0.0524469087831676
OpenSkyScore,OdomYawVar,untyped,0.0524411532613966
OpenSkyScore,NumSV,untyped,0.0524237473598785
OpenSkyScore,GPSSpeedResidual,untyped,0.0524212540541258
OpenSkyScore,GPSInnovation,untyped,0.0524162650625739
OpenSkyScore,LidarStructure,untyped,0.0523703447025683
OpenSkyScore,LidarInlierRatio,untyped,0.0523585852028595
OpenSkyScore,OdomReliability,untyped,0.0523338086592654
OpenSkyScore,OpenSkyScore,untyped,0.0522701001933051
OpenSkyScore,OdomCovXY,untyped,0.052240495207823
NumSV,LidarICPRMSE,untyped,0.0522399604217046
OpenSkyScore,LidarICPRMSE,untyped,0.0521581493214601
LidarStructure,LidarICPRMSE,untyped,0.0514018256217241
LidarStructure,LidarValidRatio,untyped,0.0513007738110092
LidarICPRMSE,LidarICPRMSE,untyped,0.0510428631160822
LidarStructure,LiDARReliability,untyped,0.0507889631100827
LidarStructure,LocalizationDifficulty,untyped,0.0507868692382342
LidarStructure,GNSSReliability,untyped,0.0507756771209339
LidarStructure,OdomYawVar,untyped,0.0507701696931488
LidarStructure,NumSV,untyped,0.0507530698345767
LidarStructure,GPSSpeedResidual,untyped,0.0507509952618016
LidarStructure,GPSInnovation,untyped,0.0507463944765429
LidarStructure,LidarStructure,untyped,0.0507020416359107
LidarStructure,LidarInlierRatio,untyped,0.0506910712251233
LidarStructure,OdomReliability,untyped,0.0506682834691472
LidarStructure,OpenSkyScore,untyped,0.050607073534694
LidarStructure,OdomCovXY,untyped,0.0505802885939678
LidarICPRMSE,LidarValidRatio,untyped,0.0496586016379297
LidarICPRMSE,OdomCovXY,untyped,0.0472695918029381
LidarICPRMSE,OpenSkyScore,untyped,0.0468657993090649
LidarICPRMSE,OdomReliability,untyped,0.0461671541237997
LidarICPRMSE,LidarInlierRatio,untyped,0.0457278039927284
LidarICPRMSE,LidarStructure,untyped,0.0455469078798261
LidarICPRMSE,GPSInnovation,untyped,0.045156823264228
LidarICPRMSE,LiDARReliability,untyped,0.0451449406747189
LidarICPRMSE,LocalizationDifficulty,untyped,0.0451432615001169
LidarICPRMSE,GNSSReliability,untyped,0.0451343702152371
LidarICPRMSE,OdomYawVar,untyped,0.045129876376854
LidarICPRMSE,GPSSpeedResidual,untyped,0.0451271787492765
LidarICPRMSE,NumSV,untyped,0.0451209500121574
