Time,ESS,Particles,Runtime_ms,rGNSS,rLiDAR,rOdom,Difficulty,lambdaMotion,lambdaGNSS,lambdaLiDAR,lambdaBroad,sigmaGNSS,sigmaLiDAR,sigmaLiDARYaw
0,963.006663627242,1000,34.9435,1,0,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
0.200000047683716,742.621390017179,1000,8.7521,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
0.400000095367432,806.115108646588,1000,5.2158,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
0.599999904632568,841.049289121331,1000,3.2506,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
0.799999952316284,864.837670119439,1000,16.2866,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
1,876.549342216417,1000,3.5731,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
1.20000004768372,870.519163905545,1000,0.7405,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
1.40000009536743,873.696180203633,1000,0.4361,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
1.59999990463257,865.844411680092,1000,0.4858,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
1.79999995231628,873.186066764094,1000,0.4166,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
2,878.907656947963,1000,6.8061,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
2.20000004768372,870.351774137091,1000,0.5291,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
2.40000009536743,881.656750034737,1000,0.3807,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
2.59999990463257,869.862360885056,1000,0.3849,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
2.79999995231628,868.190346781554,1000,0.3622,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
3,873.070544331797,1000,0.4427,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
3.20000004768372,872.980194835179,1000,0.3796,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
3.40000009536743,872.607660612154,1000,0.3729,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
3.59999990463257,879.193782677281,1000,0.3877,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
3.79999995231628,874.666314522763,1000,0.3855,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
4,891.2812712871,1000,0.6381,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
4.20000004768372,888.405163675791,1000,0.4499,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
4.40000009536743,879.442083652979,1000,0.3951,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
4.59999990463257,880.691318651215,1000,0.3807,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
4.79999995231628,871.207754176861,1000,0.3614,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
5,886.734308697142,1000,0.3688,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
5.20000004768372,881.556680162351,1000,0.3725,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
5.40000009536743,880.648795736082,1000,0.3413,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
5.59999990463257,886.419992378668,1000,0.3456,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
5.79999995231628,881.348206715502,1000,0.3598,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
6,880.30002641748,1000,1.5588,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
6.20000004768372,886.94245335042,1000,0.8034,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
6.40000009536743,882.130015077347,1000,0.6735,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
6.59999990463257,887.039931088358,1000,0.59,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
6.79999995231628,887.144466698146,1000,0.5055,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
7,879.531417492847,1000,0.4736,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
7.20000004768372,883.683257870382,1000,0.3961,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
7.40000009536743,890.691007164325,1000,0.3785,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
7.59999990463257,891.198440203626,1000,0.5684,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
7.79999995231628,881.744118831386,1000,0.3904,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
8,885.263367165814,1000,1.0723,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
8.20000004768372,896.311836829703,1000,0.5187,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
8.40000009536743,898.341715427469,1000,0.3911,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
8.59999990463257,896.192362843885,1000,0.4486,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
8.79999995231628,883.022004270966,1000,0.4377,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
9,882.342325783041,1000,0.4099,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
9.20000004768372,888.066066060099,1000,0.3702,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
9.40000009536743,876.808219874411,1000,0.3676,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
9.59999990463257,886.279970048898,1000,0.3652,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
9.79999995231628,889.349505688895,1000,0.3536,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
10,888.444785787843,1000,0.5023,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
10.2000000476837,889.932851938551,1000,0.5735,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
10.4000000953674,879.666027361122,1000,0.8975,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
10.5999999046326,886.69110977818,1000,0.6458,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
10.7999999523163,887.641119837181,1000,0.3916,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
11,886.968195101184,1000,0.5072,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
