Epoch,Loss,ValAUROC,ValNLL
1,1.44668896370623,0.519791666666667,0.987430193933076
2,1.34402807792985,0.597231359649123,1.05500875114359
3,1.31580663445484,0.599479166666667,1.18342348914721
4,1.28932233029101,0.601768092105263,1.22972474098202
5,1.24532799763852,0.635896381578947,1.15656483453862
6,1.16777863703578,0.644325657894737,1.09944944452269
7,1.11806202293879,0.658717105263158,1.11238956217896
8,1.07481061047818,0.654495614035088,1.18669853051491
9,1.05321318413838,0.647765899122807,1.14504706104885
10,1.0277331873595,0.63046875,1.19818737242492
11,0.996994836502765,0.631674890350877,1.25817865826806
12,0.976054533418403,0.618996710526316,1.22479237004028
13,0.959210869059505,0.60625,1.36054698938746
14,0.94153226858162,0.596532346491228,1.33809865878369
15,0.925154160304242,0.596367872807018,1.30816833599329
