Epoch,Loss,ValAUROC,ValNLL
1,1.51026922248932,0.536129385964912,0.882527037755239
2,1.39839106582734,0.569298245614035,1.00761787183
3,1.37087494206716,0.612938596491228,1.04896351634549
4,1.34884099213474,0.600082236842105,1.13345929708134
5,1.3235404247261,0.585759320175439,1.17981328372585
6,1.30082704072975,0.607113486842105,1.18316676952246
7,1.24980664468673,0.567598684210526,1.15649978597444
8,1.18650211627225,0.550945723684211,1.17835982607243
9,1.11280841856118,0.548355263157895,1.22571459367574
10,1.06218787417354,0.564665570175439,1.34432442641275
11,1.03255261355136,0.573108552631579,1.2588989126525
