Time,ESS,Particles,Runtime_ms,rGNSS,rLiDAR,rOdom,Difficulty,lambdaMotion,lambdaGNSS,lambdaLiDAR,lambdaBroad,sigmaGNSS,sigmaLiDAR,sigmaLiDARYaw
0,90.2170978722815,120,4.674,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
0.200000000000003,248.110350197848,300,0.929,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
0.400000000000002,259.000624832067,300,0.386,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
0.600000000000001,262.94941672423,300,0.467,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
0.800000000000001,265.744080324513,300,0.9757,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
1,265.927519232813,300,0.2161,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
1.2,265.414576064313,300,0.2288,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
1.4,265.174229402102,300,0.2582,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
1.6,264.850999656989,300,0.24,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
1.8,264.089950090194,300,0.4048,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
2,267.230613327675,300,0.2904,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
2.2,267.554488332717,300,0.2299,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
2.4,262.34492436988,300,0.1931,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
2.6,264.047572966208,300,0.1893,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
2.8,261.818925461796,300,0.1927,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
3,260.859758334127,300,0.1724,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
3.2,261.537685054424,300,0.1861,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
3.4,259.952366756273,300,0.1834,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
3.6,261.540089468239,300,0.1938,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
3.8,265.768279166927,300,0.1928,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
4,271.869609003539,300,0.1783,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
4.2,270.47836784077,300,0.1839,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
