Model,PositionRMSE_m,PositionMAE_m,PositionP95_m,YawRMSE_deg,FailureRate_pct,MeanNEES2D,MeanParticles,MaxParticles,MeanRuntime_ms,P95Runtime_ms,RealTimeFactor
PF-Fixed,0.231575639033321,0.19771646057856,0.388900635625663,0.862559695008537,0,0.166451676051253,150,150,1.38506166666667,3.38904999999998,144.397902861124
PF-Adaptive,0.293491222736764,0.254826710148427,0.51228919716579,0.938816304997934,0,0.256810960601854,297,300,0.310261666666667,0.584009999999999,644.617177973429
Ontology-Rule-PF,0.348716021438227,0.292868504655039,0.652503531794899,1.08804007992494,0,1.2928550783598,298.35,300,0.703068333333333,0.910044999999997,284.467370407333
