epoch,virtual_year,trajectory_index,selected_reference_index,is_correct_place_match,false_place_match,detected_keypoint_count,raw_match_count,ransac_inlier_count,inlier_ratio,reprojection_rmse,texture_entropy,edge_density,corner_density,brightness,blur_score,environment_change_score,structural_change_score,appearance_change_score,vegetation_change_score,building_change_score,road_appearance_change_score,road_geometry_change_score,season_change_score,weather_change_score,delta_texture_entropy,delta_edge_density,delta_corner_density,delta_brightness,delta_blur_score
Year2,2,0,0,True,False,69,52,44,0.8461538461538461,0.0,1.9353545814895128,0.004486083984375,0.00173187255859375,81.1368522644043,31.96139524684986,0.15255000000000002,0.252,0.1005,0.2,0.42,0.06999999999999999,0,0.15,0.0,0.020668393569297283,0.00212860107421875,0.0012359619140625,2.517719268798828,-14.45068360219011
Year2,2,1,1,True,False,70,58,53,0.9137931034482759,0.0,1.9470047041191685,0.004467010498046875,0.001804351806640625,81.11843872070312,31.784195886400994,0.15255000000000002,0.252,0.1005,0.2,0.42,0.06999999999999999,0,0.15,0.0,0.028735987721346667,0.002109527587890625,0.001300811767578125,2.4974136352539062,-14.678341517515946
Year2,2,2,2,True,False,67,53,50,0.9433962264150944,0.0,2.2481387148042655,0.00421142578125,0.0018768310546875,82.31315231323242,33.000343321822584,0.15255000000000002,0.252,0.1005,0.2,0.42,0.06999999999999999,0,0.15,0.0,-0.030028743982129402,0.0,0.001308441162109375,2.2330245971679688,-15.034015650031506
Year2,2,3,3,True,False,110,88,83,0.9431818181818182,0.0,2.5567717272069235,0.006870269775390625,0.001972198486328125,84.45631790161133,36.86327355331741,0.15255000000000002,0.252,0.1005,0.2,0.42,0.06999999999999999,0,0.15,0.0,-0.044794613226976754,0.0010986328125,0.001338958740234375,1.9357032775878906,-15.49663543299539
Year2,2,4,4,True,False,110,95,88,0.9263157894736842,0.04564962908625603,2.5692223536733403,0.007122039794921875,0.00189971923828125,84.60945892333984,36.32094950029568,0.15255000000000002,0.252,0.1005,0.2,0.42,0.06999999999999999,0,0.15,0.0,-0.045930142093881354,0.00138092041015625,0.00125885009765625,1.939361572265625,-15.17411037592683
Year2,2,5,5,True,False,68,43,41,0.9534883720930233,0.0,2.2370736801901825,0.006633758544921875,0.00160980224609375,82.29663848876953,36.07737338937295,0.15255000000000002,0.252,0.1005,0.2,0.42,0.06999999999999999,0,0.15,0.0,0.002164342500733607,0.0013427734375,0.00104522705078125,1.7097091674804688,-16.46752166224178
Year2,2,6,6,True,False,78,59,53,0.8983050847457628,0.08897463232278824,1.9314897434283744,0.006000518798828125,0.00150299072265625,81.11995697021484,35.092148681971594,0.15255000000000002,0.252,0.1005,0.2,0.42,0.06999999999999999,0,0.15,0.0,0.04466056879218949,0.0026397705078125,0.00102996826171875,1.9541778564453125,-15.090358773377375
Year2,2,7,7,True,False,79,62,55,0.8870967741935484,0.0,2.0823137621722694,0.005645751953125,0.001682281494140625,81.52782440185547,35.7752187843289,0.15255000000000002,0.252,0.1005,0.2,0.42,0.06999999999999999,0,0.15,0.0,0.077057643046198,0.002223968505859375,0.001216888427734375,1.9254074096679688,-15.536987406434491
Year2,2,8,8,True,False,90,58,55,0.9482758620689655,0.0,3.039947520449287,0.00848388671875,0.002872467041015625,86.46678924560547,46.0023497249349,0.15255000000000002,0.252,0.1005,0.2,0.42,0.06999999999999999,0,0.15,0.0,0.16008739565756747,0.004512786865234375,0.00215911865234375,3.9977149963378906,-17.000503479503095
Year2,2,9,9,True,False,74,34,31,0.9117647058823529,0.0,3.496604172962253,0.008991241455078125,0.003814697265625,89.68011856079102,46.76863476667495,0.15255000000000002,0.252,0.1005,0.2,0.42,0.06999999999999999,0,0.15,0.0,0.14074694110574093,0.006587982177734375,0.002849578857421875,6.239967346191406,-17.079284639679827
