Source,Destination,Relation,MeanAttention
GPSSpeedResidual,Dynamics,untyped,0.0575415537059307
GPSSpeedResidual,LidarInlierRatio,untyped,0.057496165720125
GPSSpeedResidual,OpenSkyScore,untyped,0.0574864984129866
GPSSpeedResidual,OdomYawVar,untyped,0.0574852449943622
GPSSpeedResidual,LidarStructure,untyped,0.0574500962768992
GPSSpeedResidual,NumSV,untyped,0.0574485272367795
GPSSpeedResidual,GPSInnovation,untyped,0.0574431051587065
GPSSpeedResidual,GNSSReliability,untyped,0.0574361213371158
GPSSpeedResidual,LocalizationDifficulty,untyped,0.0574306139945984
GPSSpeedResidual,LiDARReliability,untyped,0.057427956610918
GPSSpeedResidual,LidarICPRMSE,untyped,0.0574234286397696
GPSSpeedResidual,LidarValidRatio,untyped,0.0574220670436819
GPSSpeedResidual,OdomReliability,untyped,0.0574131079514821
GPSSpeedResidual,GPSFix,untyped,0.0574129660626252
GPSSpeedResidual,GPSSpeedResidual,untyped,0.0554960410296917
LidarValidRatio,OdomReliability,untyped,0.0549787181963523
LidarValidRatio,GPSFix,untyped,0.0549786274085442
LidarValidRatio,LidarValidRatio,untyped,0.0549778816699982
LidarValidRatio,LidarICPRMSE,untyped,0.0549777630418539
LidarValidRatio,LiDARReliability,untyped,0.0549773686329524
LidarValidRatio,LocalizationDifficulty,untyped,0.0549771358470122
LidarValidRatio,GNSSReliability,untyped,0.0549766554584106
LidarValidRatio,GPSInnovation,untyped,0.0549758484313885
LidarValidRatio,LidarStructure,untyped,0.0549756825715303
LidarValidRatio,NumSV,untyped,0.054975570683678
LidarValidRatio,OdomYawVar,untyped,0.0549723679125309
LidarValidRatio,LidarInlierRatio,untyped,0.0549690431555112
LidarValidRatio,OpenSkyScore,untyped,0.0549684057186047
LidarValidRatio,Dynamics,untyped,0.0549658570339282
LidarValidRatio,GPSSpeedResidual,untyped,0.0547539363453786
LidarValidRatio,OdomCovXY,untyped,0.054460226337115
LidarStructure,OdomCovXY,untyped,0.0517437679320574
LidarStructure,GPSSpeedResidual,untyped,0.050708576609691
LidarStructure,Dynamics,untyped,0.0506321383913358
LidarStructure,OdomReliability,untyped,0.0505905040303866
LidarStructure,GPSFix,untyped,0.0505904260997971
LidarStructure,LidarValidRatio,untyped,0.0505898849442601
LidarStructure,LidarICPRMSE,untyped,0.050589649575452
LidarStructure,LiDARReliability,untyped,0.0505893769438068
LidarStructure,LocalizationDifficulty,untyped,0.050589188930889
LidarStructure,GNSSReliability,untyped,0.0505888181279103
LidarStructure,NumSV,untyped,0.0505879657665888
LidarStructure,GPSInnovation,untyped,0.0505878809466958
LidarStructure,LidarStructure,untyped,0.0505874048521121
LidarStructure,OdomYawVar,untyped,0.0505857733165224
LidarStructure,LidarInlierRatio,untyped,0.050583670536677
LidarStructure,OpenSkyScore,untyped,0.0505834874038895
Dynamics,OdomCovXY,untyped,0.050464806675911
OdomReliability,GPSSpeedResidual,untyped,0.0503214213202397
OdomReliability,OdomReliability,untyped,0.0500975887974103
OdomReliability,GPSFix,untyped,0.0500974939316511
OdomReliability,LidarValidRatio,untyped,0.0500969583143791
OdomReliability,LidarICPRMSE,untyped,0.0500967672169208
OdomReliability,LiDARReliability,untyped,0.0500965066949526
OdomReliability,LocalizationDifficulty,untyped,0.0500963288595279
OdomReliability,GNSSReliability,untyped,0.0500959510902564
OdomReliability,GPSInnovation,untyped,0.0500952323824167
OdomReliability,LidarStructure,untyped,0.0500951109677553
OdomReliability,NumSV,untyped,0.0500950938761234
OdomReliability,OdomYawVar,untyped,0.0500925121853749
OdomReliability,LidarInlierRatio,untyped,0.0500902676830689
OdomReliability,OpenSkyScore,untyped,0.0500885096391042
OdomReliability,Dynamics,untyped,0.0500883628328641
OdomYawVar,GPSSpeedResidual,untyped,0.0497080359359582
OdomReliability,OdomCovXY,untyped,0.049490876853466
OdomYawVar,OdomReliability,untyped,0.0494837092707554
OdomYawVar,GPSFix,untyped,0.0494836185773214
OdomYawVar,LidarValidRatio,untyped,0.0494830798506737
OdomYawVar,LidarICPRMSE,untyped,0.0494828918476899
OdomYawVar,LiDARReliability,untyped,0.0494826340228319
OdomYawVar,LocalizationDifficulty,untyped,0.0494824505050977
OdomYawVar,GNSSReliability,untyped,0.0494820740073919
OdomYawVar,GPSInnovation,untyped,0.0494813662568728
OdomYawVar,LidarStructure,untyped,0.0494812436898549
OdomYawVar,NumSV,untyped,0.0494812229077021
OdomYawVar,OdomYawVar,untyped,0.0494786413758993
OdomYawVar,LidarInlierRatio,untyped,0.0494764183660348
OdomYawVar,Dynamics,untyped,0.0494755567411582
OdomYawVar,OpenSkyScore,untyped,0.0494747396608194
LocalizationDifficulty,GPSSpeedResidual,untyped,0.0491587552179893
OdomYawVar,OdomCovXY,untyped,0.0490393804907799
LocalizationDifficulty,OdomReliability,untyped,0.0488946634133657
LocalizationDifficulty,GPSFix,untyped,0.0488945702364047
LocalizationDifficulty,LidarValidRatio,untyped,0.0488940447072188
LocalizationDifficulty,LidarICPRMSE,untyped,0.0488938583483299
LocalizationDifficulty,LiDARReliability,untyped,0.0488936073581378
LocalizationDifficulty,LocalizationDifficulty,untyped,0.0488934276998043
LocalizationDifficulty,GNSSReliability,untyped,0.0488930588960648
LocalizationDifficulty,GPSInnovation,untyped,0.0488923605581125
LocalizationDifficulty,LidarStructure,untyped,0.0488922422577937
LocalizationDifficulty,NumSV,untyped,0.0488922269741694
LocalizationDifficulty,OdomYawVar,untyped,0.048889705747366
LocalizationDifficulty,LidarInlierRatio,untyped,0.0488875153462092
LocalizationDifficulty,Dynamics,untyped,0.0488868963817755
LocalizationDifficulty,OpenSkyScore,untyped,0.0488857993334532
LocalizationDifficulty,OdomCovXY,untyped,0.0484934554894765
Dynamics,GPSSpeedResidual,untyped,0.0477210608397921
Dynamics,OpenSkyScore,untyped,0.0476658274531364
Dynamics,LidarInlierRatio,untyped,0.0475956447000305
Dynamics,GPSInnovation,untyped,0.0475857832903663
Dynamics,OdomYawVar,untyped,0.0475848309795062
Dynamics,NumSV,untyped,0.0475812427798907
Dynamics,LidarStructure,untyped,0.0475804227665067
Dynamics,GNSSReliability,untyped,0.0475799994443854
Dynamics,LidarICPRMSE,untyped,0.0475798621177673
Dynamics,LocalizationDifficulty,untyped,0.0475795565694571
Dynamics,LiDARReliability,untyped,0.0475792955172559
Dynamics,GPSFix,untyped,0.0475787303410471
Dynamics,LidarValidRatio,untyped,0.0475778523522119
Dynamics,OdomReliability,untyped,0.0475767689819137
Dynamics,Dynamics,untyped,0.0475491968306402
GPSInnovation,GPSSpeedResidual,untyped,0.0460759643912315
GPSInnovation,OdomCovXY,untyped,0.0457868128716946
GPSInnovation,OdomReliability,untyped,0.0456825464268525
GPSInnovation,GPSFix,untyped,0.0456824616243442
GPSInnovation,LidarValidRatio,untyped,0.0456819798449675
GPSInnovation,LidarICPRMSE,untyped,0.0456818037480116
GPSInnovation,LiDARReliability,untyped,0.045681575268507
GPSInnovation,LocalizationDifficulty,untyped,0.0456814095576604
GPSInnovation,GNSSReliability,untyped,0.0456810700496038
GPSInnovation,GPSInnovation,untyped,0.0456804187446833
GPSInnovation,LidarStructure,untyped,0.0456803139746189
GPSInnovation,NumSV,untyped,0.0456803033451239
GPSInnovation,Dynamics,untyped,0.0456783441503843
GPSInnovation,OdomYawVar,untyped,0.045677985355258
GPSInnovation,LidarInlierRatio,untyped,0.045675951619943
GPSInnovation,OpenSkyScore,untyped,0.0456742409517368
GNSSReliability,OdomCovXY,untyped,0.0445726868957281
NumSV,OdomCovXY,untyped,0.0444122123072545
GNSSReliability,GPSSpeedResidual,untyped,0.0442845742454131
LiDARReliability,OdomCovXY,untyped,0.0441615835924943
NumSV,GPSSpeedResidual,untyped,0.0440728240261475
GNSSReliability,Dynamics,untyped,0.0438545343230168
GNSSReliability,OdomReliability,untyped,0.0438544022043546
GNSSReliability,GPSFix,untyped,0.0438543243358533
GNSSReliability,LidarValidRatio,untyped,0.0438538504044215
GNSSReliability,LidarICPRMSE,untyped,0.0438536833822727
GNSSReliability,LiDARReliability,untyped,0.0438534605056047
GNSSReliability,LocalizationDifficulty,untyped,0.0438532962203026
GNSSReliability,GNSSReliability,untyped,0.0438529645254215
GNSSReliability,GPSInnovation,untyped,0.0438523396700621
GNSSReliability,LidarStructure,untyped,0.0438522337824106
GNSSReliability,NumSV,untyped,0.0438522225717703
GNSSReliability,OdomYawVar,untyped,0.0438499585191409
GNSSReliability,LidarInlierRatio,untyped,0.0438479939152797
GNSSReliability,OpenSkyScore,untyped,0.043846454779307
LiDARReliability,GPSSpeedResidual,untyped,0.043739568973581
NumSV,Dynamics,untyped,0.0436364018668731
NumSV,OdomReliability,untyped,0.0436355430384477
NumSV,GPSFix,untyped,0.0436354654431343
NumSV,LidarValidRatio,untyped,0.043634996081392
NumSV,LidarICPRMSE,untyped,0.0436348297198614
NumSV,LiDARReliability,untyped,0.0436346059938272
NumSV,LocalizationDifficulty,untyped,0.0436344457864761
NumSV,GNSSReliability,untyped,0.0436341165651878
NumSV,GPSInnovation,untyped,0.0436334927429756
NumSV,LidarStructure,untyped,0.0436333872824907
NumSV,NumSV,untyped,0.0436333740601937
NumSV,OdomYawVar,untyped,0.0436311237712701
NumSV,LidarInlierRatio,untyped,0.043629168877999
NumSV,OpenSkyScore,untyped,0.0436276373316844
LiDARReliability,Dynamics,untyped,0.043293120443821
LiDARReliability,OdomReliability,untyped,0.0432911269962788
LiDARReliability,GPSFix,untyped,0.0432910445878903
LiDARReliability,LidarValidRatio,untyped,0.0432905795226494
LiDARReliability,LidarICPRMSE,untyped,0.0432904148101807
LiDARReliability,LiDARReliability,untyped,0.0432901920229197
LiDARReliability,LocalizationDifficulty,untyped,0.043290032779177
LiDARReliability,GNSSReliability,untyped,0.0432897071391344
LiDARReliability,GPSInnovation,untyped,0.043289088750879
LiDARReliability,LidarStructure,untyped,0.0432889840056499
LiDARReliability,NumSV,untyped,0.0432889697750409
LiDARReliability,OdomYawVar,untyped,0.04328673812747
LiDARReliability,LidarInlierRatio,untyped,0.0432847985525926
LiDARReliability,OpenSkyScore,untyped,0.04328327939411
LidarInlierRatio,OdomCovXY,untyped,0.0412644924670458
LidarInlierRatio,GPSSpeedResidual,untyped,0.0377104436357816
LidarInlierRatio,Dynamics,untyped,0.0371243416021268
LidarInlierRatio,OdomReliability,untyped,0.0370555727158984
LidarInlierRatio,GPSFix,untyped,0.037055510143439
LidarInlierRatio,LidarValidRatio,untyped,0.0370550862625241
LidarInlierRatio,LidarICPRMSE,untyped,0.0370550083145499
LidarInlierRatio,LiDARReliability,untyped,0.0370547786901395
LidarInlierRatio,LocalizationDifficulty,untyped,0.0370546437203884
LidarInlierRatio,GNSSReliability,untyped,0.037054373194774
LidarInlierRatio,GPSInnovation,untyped,0.0370538781086604
LidarInlierRatio,LidarStructure,untyped,0.0370537766640385
LidarInlierRatio,NumSV,untyped,0.0370537656297286
LidarInlierRatio,OdomYawVar,untyped,0.0370519398152828
LidarInlierRatio,OpenSkyScore,untyped,0.0370492230529587
LidarInlierRatio,LidarInlierRatio,untyped,0.0370479536851247
