Epoch,TrainLoss,ValLoss
1,0.0347497527455461,0.0501331325726525
2,0.0140810721585977,0.0504548402290803
3,0.00963204900798356,0.0445127512521521
4,0.00800670605907538,0.0555268413350373
5,0.00679653059643019,0.0667310245269075
6,0.00613184712409716,0.0798361155436511
7,0.00535344377416989,0.0862241116597661
8,0.00479560476679612,0.0844363725274341
