Time,ESS,Particles,Runtime_ms,rGNSS,rLiDAR,rOdom,Difficulty,lambdaMotion,lambdaGNSS,lambdaLiDAR,lambdaBroad,sigmaGNSS,sigmaLiDAR,sigmaLiDARYaw
0,24.6262039591435,300,1.7481,0.548226177692413,0.807128548622131,0.646111905574799,0.244099035859108,0.328694794610318,0.248905018603152,0.36645157525229,0.0559486115342406,2.33279669217926,0.3,0.0452946162904221
0.200000000000003,94.4833504545203,300,0.5051,0.558399677276611,0.808986485004425,0.647785484790802,0.244803264737129,0.327274372590995,0.251974063748256,0.365049659659824,0.0557019040009248,2.26008676023521,0.3,0.0450954438273326
0.400000000000002,104.975543981538,300,0.3576,0.562986195087433,0.806946396827698,0.640554904937744,0.250960767269135,0.324912134270535,0.254186634683153,0.36433395839746,0.0565672726488522,2.22784852547327,0.3,0.0453142468996713
0.600000000000001,119.668300589823,300,0.3028,0.562419176101685,0.806999742984772,0.642437636852264,0.249081537127495,0.325517693241992,0.253885797228478,0.364293718665494,0.0563027908640359,2.23181581954823,0.3,0.0453084958331768
0.800000000000001,103.090078849705,300,0.3181,0.561528980731964,0.808403968811035,0.64144229888916,0.250902742147446,0.325125543124804,0.253451451193712,0.364880827306248,0.056542178375236,2.2380546779036,0.3,0.0451576826193112
1,92.9848677927625,300,0.2862,0.555257678031921,0.808747410774231,0.644008159637451,0.247941359877586,0.326738967519214,0.251166687718129,0.365830886093752,0.0562634586689048,2.28236586359646,0.3,0.0451209647226928
1.2,117.007518381988,300,0.3232,0.559353888034821,0.809876978397369,0.645303547382355,0.24783544242382,0.326280304517043,0.252311461628399,0.365316570653588,0.0560916632009704,2.25335196792024,0.3,0.0450006655883671
1.4,102.347602279198,300,0.2858,0.552395164966583,0.806739032268524,0.643646717071533,0.246647477149963,0.327432123786762,0.250499709139703,0.365839358762556,0.0562288083109786,2.30280070676234,0.3,0.0453366172596185
1.6,111.271156614585,300,0.2518,0.544318675994873,0.807891547679901,0.6489617228508,0.241522565484047,0.329957874851482,0.247321221722423,0.367080413374048,0.0556404900520462,2.36116375237652,0.3,0.0452125888025259
1.8,114.650845442415,300,0.2494,0.552822053432465,0.813098132610321,0.650115132331848,0.24466760456562,0.328048382040632,0.249422257583656,0.3668536206425,0.0556757397332116,2.29974492717086,0.3,0.0446615256880432
