Epoch,Loss,ValAUROC,ValNLL
1,0.621666851532028,0.456907894736842,1.11513991092748
2,0.40080706649516,0.500054824561403,1.15365240447223
3,0.328283030584634,0.551535087719298,1.21332377957323
4,0.293640047581081,0.544887609649123,1.23810959007511
5,0.291791371283043,0.550479714912281,1.29309502547806
6,0.283427399953446,0.534416118421053,1.33798077900772
7,0.267817704253886,0.561965460526316,1.28851614412945
8,0.233284451067448,0.575808662280702,1.22521232118403
9,0.210167931145932,0.522875548245614,1.43418947732913
10,0.18864823321262,0.5421875,1.36966400642688
11,0.190589901643345,0.506277412280702,1.45020227825726
12,0.16855564964823,0.551206140350877,1.43357678335551
13,0.146712769226856,0.540720942982456,1.41110632811722
14,0.132573810776314,0.561376096491228,1.3624851052723
15,0.134811696113951,0.501493969298246,1.51079043172273
16,0.138279978320541,0.547601425438597,1.47927615615597
