Epoch,Loss,ValAUROC,ValNLL
1,0.403292943914253,0.516077302631579,1.36451951717631
2,0.366127280765269,0.526041666666667,1.33194686328228
3,0.359945573002459,0.514624451754386,1.31220199319014
4,0.349386158118765,0.439967105263158,1.37504415482625
5,0.333119398140046,0.43125,1.45241212446159
6,0.319633639002421,0.429920504385965,1.51234601105137
7,0.310137437948261,0.457058662280702,1.49877989696599
8,0.304307678377772,0.435252192982456,1.54200617998164
9,0.302477370902716,0.445764802631579,1.53241053659809
10,0.301289788750281,0.456537828947368,1.52028598475171
