Epoch,Loss,ValAUROC,ValNLL
1,1.48916907913714,0.455071271929825,1.02238138337836
2,1.15899847501732,0.623094846491228,1.16754339051183
3,1.04355628375547,0.661540570175439,1.19666346042844
4,0.928275421441319,0.676165021929825,1.02388956054541
5,0.877647347478981,0.633237390350877,1.19915721531386
6,0.851618717951947,0.634964364035088,1.19368589087173
7,0.831794294966273,0.616625548245614,1.31276399780533
8,0.83461793215878,0.633689692982456,1.18930189073813
9,0.820292885763099,0.620367324561403,1.1531920810233
10,0.815204266324101,0.622711074561404,1.23309064518312
11,0.798042007957596,0.623478618421053,1.23624772134514
12,0.799608252134668,0.598190789473684,1.35475022543369
