Epoch,Loss,ValAUROC,ValNLL
1,1.52275762500533,0.435128837719298,0.946111693363802
2,1.3839890253113,0.552425986842105,1.06234126355713
3,1.35040305680539,0.603220942982456,1.14786586190653
4,1.34235454754657,0.583813048245614,1.13878066197016
5,1.33116463293512,0.585238486842105,1.17199669743599
6,1.30392699500164,0.586430921052632,1.23056341749432
7,1.27937311221318,0.623643092105263,1.25245113566998
8,1.22908350573965,0.676959978070175,1.15180280690198
9,1.14493194617421,0.682935855263158,1.11028679782022
10,1.10915108976594,0.685978618421053,1.08017343507879
11,1.07631543530039,0.68234649122807,1.16942943516291
12,1.05275318780577,0.701644736842105,1.10651008786999
13,1.00712069904948,0.697532894736842,1.10059945225853
14,0.981320661234568,0.718160635964912,1.14121433003068
15,0.95920077863946,0.725370065789474,1.10870768289468
16,0.942154811089297,0.707826206140351,1.09348065736544
17,0.924435260784195,0.721916118421053,1.12138908811304
18,0.904619818710419,0.733045504385965,1.17612218870404
19,0.891918502658246,0.738253837719298,1.13826589528016
20,0.865442332733108,0.728508771929825,1.18391488062561
21,0.862041021686002,0.757319078947368,1.12338934581955
22,0.842573644885098,0.761444627192982,1.19992899299122
23,0.837955552411367,0.756414473684211,1.16910581583954
24,0.832292096442487,0.75297423245614,1.20115816432067
25,0.827633865626462,0.758347039473684,1.15927064077878
26,0.824063103601157,0.756140350877193,1.17783231805103
27,0.807003838470183,0.755715460526316,1.23267710447053
28,0.798062008547496,0.757771381578947,1.21051415302142
29,0.794758360069918,0.75952576754386,1.17355592125239
30,0.796110265944378,0.758991228070175,1.2034217768059
