Epoch,TrainLoss,ValLoss
1,0.0458674395521139,0.0374441674570536
2,0.0220188913096128,0.0309811573913081
3,0.0110966728133117,0.038495587813821
4,0.00873860242326969,0.0435462953668076
5,0.00793209479688185,0.0428782862780158
6,0.00759519644659655,0.0492597920596021
7,0.00698011065632554,0.059279810141389
