Epoch,TrainLoss,ValLoss
1,0.0563985886823001,0.0478043365685495
2,0.0306531202112292,0.024507516231646
3,0.0258824893209184,0.0285222314966731
4,0.0211016528693766,0.035409913680179
5,0.0147937397986394,0.0365404875051862
6,0.00970473817292729,0.0554510374664372
7,0.00680648393383057,0.0880978316155154
