Model,PositionRMSE_m,PositionMAE_m,PositionP95_m,YawRMSE_deg,FailureRate_pct,MeanNEES2D,MeanParticles,MaxParticles,MeanRuntime_ms,P95Runtime_ms,RealTimeFactor
PF-Fixed,0.332226877018237,0.306213228992861,0.55242165630865,0.949869372450705,0,0.343656371649314,150,150,1.271375,5.65880999999999,157.309999016812
PF-Adaptive,0.280537710800208,0.234105211875418,0.467892648126841,0.815125014706515,0,0.248997441433599,297,300,0.426161666666667,0.680054999999999,469.305467017601
Ontology-Rule-PF,0.335169069964288,0.285138127512748,0.662976130988248,1.46545044023494,0,1.20339172793503,298.35,300,0.573516666666667,0.929384999999996,348.725698177907
GAT-PF,0.28290800238567,0.243324643863712,0.502999180603544,0.825947205829159,0,1.49556589556794,300,300,0.323498333333333,0.428745,618.241206806833
Ontology-RGAT-PF,0.285689117914725,0.24643494954703,0.512130420270203,0.854459800169442,0,0.534748224406853,300,300,0.404653333333333,0.632175,494.250222412598
Ontology-TAGAT-PF,0.284154357815393,0.243947983223113,0.500565663421139,0.801175935852856,0,1.36600824702601,300,300,0.36086,0.519165,554.231557944907
