Time,ESS,Particles,Runtime_ms,rGNSS,rLiDAR,rOdom,Difficulty,lambdaMotion,lambdaGNSS,lambdaLiDAR,lambdaBroad,sigmaGNSS,sigmaLiDAR,sigmaLiDARYaw
0,106.50282349437,150,45.2286,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
0.200000000000003,127.775123058927,150,8.7518,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
0.400000000000002,130.318658131746,150,3.1068,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
0.600000000000001,124.721067993913,150,2.3812,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
0.800000000000001,133.386845367599,150,16.3415,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
1,135.256481196397,150,1.3819,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
1.2,137.298739101917,150,0.1689,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
1.4,134.264414512547,150,0.1419,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
1.6,133.225007481365,150,0.156,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
1.8,131.054991334831,150,0.1377,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
2,134.63012923207,150,0.1394,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
2.2,133.959562406237,150,0.1252,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
2.4,131.651100973347,150,0.1184,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
2.6,131.944709010346,150,0.1274,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
2.8,134.252893157268,150,0.0941,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
3,134.496811999695,150,0.0883,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
3.2,133.286454943633,150,0.0989,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
3.4,132.308811023953,150,0.1067,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
3.6,129.801764660759,150,0.1012,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
3.8,132.579891474266,150,0.1078,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
4,136.109398591927,150,0.096,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
4.2,135.742586963426,150,0.0871,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
4.4,134.107894985604,150,0.1037,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
4.6,132.985552725751,150,0.1253,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
4.8,136.62711353527,150,0.1017,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
5,135.072297739915,150,0.1074,1,0.75,0.8,0.45,1,0,0,0,4.5,1.4,0.139626340159546
