epoch,virtual_year,trajectory_index,selected_reference_index,is_correct_place_match,false_place_match,detected_keypoint_count,raw_match_count,ransac_inlier_count,inlier_ratio,reprojection_rmse,texture_entropy,edge_density,corner_density,brightness,blur_score,environment_change_score,structural_change_score,appearance_change_score,vegetation_change_score,building_change_score,road_appearance_change_score,road_geometry_change_score,season_change_score,weather_change_score,delta_texture_entropy,delta_edge_density,delta_corner_density,delta_brightness,delta_blur_score
Year2,2,0,0,True,False,69,52,44,0.8461538461538461,0.0,1.9226282879519032,0.004486083984375,0.00174713134765625,81.17550659179688,32.197162620475865,0.1557,0.252,0.10400000000000001,0.2175,0.42,0.06999999999999999,0,0.15,0.0,0.004762816417518412,0.00212860107421875,0.001239776611328125,2.5527687072753906,-14.456321697100066
Year2,2,1,1,True,False,70,58,53,0.9137931034482759,0.0,1.9253425729780225,0.004467010498046875,0.0018157958984375,81.16141128540039,32.20727613195777,0.1557,0.252,0.10400000000000001,0.2175,0.42,0.06999999999999999,0,0.15,0.0,0.0029913621774197985,0.002109527587890625,0.001308441162109375,2.5356712341308594,-14.65379863511771
Year2,2,2,2,True,False,67,53,50,0.9433962264150944,0.0,2.2407772372791865,0.00421142578125,0.00186920166015625,82.28800964355469,33.11407470330596,0.1557,0.252,0.10400000000000001,0.2175,0.42,0.06999999999999999,0,0.15,0.0,-0.037282089839596466,0.0,0.001308441162109375,2.2084693908691406,-14.997161864244845
Year2,2,3,3,True,False,110,88,83,0.9431818181818182,0.0,2.5567717272069235,0.006870269775390625,0.001972198486328125,84.45631790161133,36.86327355331741,0.1557,0.252,0.10400000000000001,0.2175,0.42,0.06999999999999999,0,0.15,0.0,-0.044794613226976754,0.0010986328125,0.001338958740234375,1.9357032775878906,-15.49663543299539
Year2,2,4,4,True,False,110,95,88,0.9263157894736842,0.04564962908625603,2.5692223536733403,0.007122039794921875,0.00189971923828125,84.60945892333984,36.32094950029568,0.1557,0.252,0.10400000000000001,0.2175,0.42,0.06999999999999999,0,0.15,0.0,-0.045930142093881354,0.00138092041015625,0.00125885009765625,1.939361572265625,-15.17411037592683
Year2,2,5,5,True,False,68,43,41,0.9534883720930233,0.0,2.2161969131331434,0.00572967529296875,0.00180816650390625,82.24359512329102,32.335266089998186,0.1557,0.252,0.10400000000000001,0.2175,0.42,0.06999999999999999,0,0.15,0.0,-0.02927654436056626,0.0016326904296875,0.001232147216796875,2.2085914611816406,-14.847110744667589
Year2,2,6,6,True,False,67,51,45,0.8823529411764706,0.0,1.9222645021706808,0.005352020263671875,0.00177764892578125,81.21398544311523,32.50222048883734,0.1557,0.252,0.10400000000000001,0.2175,0.42,0.06999999999999999,0,0.15,0.0,0.003762725276689416,0.002948760986328125,0.001255035400390625,2.5365028381347656,-14.712276751190075
Year2,2,7,7,True,False,71,54,47,0.8703703703703703,0.0,2.074928154501806,0.004627227783203125,0.00194549560546875,81.6059684753418,33.10863867260923,0.1557,0.252,0.10400000000000001,0.2175,0.42,0.06999999999999999,0,0.15,0.0,0.03384788669759731,0.002223968505859375,0.001422882080078125,2.5470504760742188,-15.20636741060298
Year2,2,8,8,True,False,90,58,55,0.9482758620689655,0.0,2.9902318067370763,0.00695037841796875,0.0031280517578125,86.27307510375977,41.12060159257089,0.1557,0.252,0.10400000000000001,0.2175,0.42,0.06999999999999999,0,0.15,0.0,0.10177783535074081,0.0045928955078125,0.002361297607421875,4.631046295166016,-15.846580497571267
Year2,2,9,9,True,False,74,34,31,0.9117647058823529,0.0,3.4942530109549086,0.008991241455078125,0.003814697265625,89.6704216003418,46.8068847542163,0.1557,0.252,0.10400000000000001,0.2175,0.42,0.06999999999999999,0,0.15,0.0,0.1380348880037392,0.006587982177734375,0.002849578857421875,6.229881286621094,-17.070541383407544
Year2,2,10,10,True,False,81,28,27,0.9642857142857143,0.0,3.5163778148736284,0.00910186767578125,0.003814697265625,89.90668487548828,47.8186644166708,0.1557,0.252,0.10400000000000001,0.2175,0.42,0.06999999999999999,0,0.15,0.0,0.1303370901240788,0.006744384765625,0.002826690673828125,6.407077789306641,-16.41587440225703
