epoch,trajectory_index,x_m,y_m,z_m,roll_deg,pitch_deg,yaw_deg,trajectory_progress
Year0,31,-92.0,5.633375276077825e-14,45.0,0.0,0.0,-107.66075350809884,1.0
Year2,0,12.0,0.0,45.0,0.0,0.0,83.96141246737345,0.0
Year2,1,12.748537757979067,7.076015711743504,45.0,0.0,0.0,116.11598162478556,0.03225806451612903
Year2,2,9.077704951417548,14.563830483458306,45.0,0.0,0.0,147.46648585734295,0.06451612903225806
Year2,3,0.9999126235255553,19.716596851247882,45.0,0.0,0.0,178.28270970559493,0.0967741935483871
Year2,4,-9.830733963802677,20.041314238159778,45.0,0.0,0.0,-151.27226284868772,0.12903225806451613
Year2,5,-20.439657310065073,14.226421356554182,45.0,0.0,0.0,-121.09478752708908,0.16129032258064516
Year2,6,-27.34286011386757,2.7804971075255582,45.0,0.0,0.0,-91.11613940679275,0.1935483870967742
Year2,7,-27.62802194935661,-11.856117966632668,45.0,0.0,0.0,-61.289080905803544,0.22580645161290322
Year2,8,-19.982298527039823,-25.81500147680487,45.0,0.0,0.0,-31.580135536889316,0.25806451612903225
Year2,9,-5.334165581774102,-34.819593876332185,45.0,0.0,0.0,-1.9649488077492088,0.2903225806451613
Year2,10,13.130379236584817,-35.45308060891543,45.0,0.0,0.0,27.574603688525144,0.3225806451612903
Year2,11,30.644037729399177,-26.307043495749095,45.0,0.0,0.0,57.05227915678908,0.3548387096774194
Year2,12,42.08818973381686,-8.649342863164371,45.0,0.0,0.0,86.47870271357309,0.3870967741935484
Year2,13,43.459504194737704,13.63550740768973,45.0,0.0,0.0,115.8622074005902,0.41935483870967744
Year2,14,33.15931107293306,34.883575436962786,45.0,0.0,0.0,145.20941855205882,0.45161290322580644
Year2,15,12.710509055184154,49.09087841476365,45.0,0.0,0.0,174.52566860947024,0.4838709677419355
Year2,16,-13.357354299722802,51.589141947321586,45.0,0.0,0.0,-156.18470303614095,0.5161290322580645
Year2,17,-38.49324851093835,40.49487443486568,45.0,0.0,0.0,-126.9181297361827,0.5483870967741935
Year2,18,-55.77097847086739,17.498257381539446,45.0,0.0,0.0,-97.67165329873166,0.5806451612903226
Year2,19,-59.78292415644256,-12.285703226056315,45.0,0.0,0.0,-68.44279981679429,0.6129032258064516
Year2,20,-48.26680703065109,-41.435694707362,45.0,0.0,0.0,-39.22948465315649,0.6451612903225806
Year2,21,-22.989367059276525,-62.073141134380926,45.0,0.0,0.0,-10.029938910117515,0.6774193548387096
Year2,22,10.414323278701898,-67.9811118537914,45.0,0.0,0.0,19.157348068243586,0.7096774193548387
Year2,23,43.67672365791711,-56.425675164715784,45.0,0.0,0.0,48.33367409015749,0.7419354838709677
Year2,24,67.94359045914736,-29.156890965152485,45.0,0.0,0.0,77.50016027402175,0.7741935483870968
Year2,25,76.12354951888953,7.741008379167318,45.0,0.0,0.0,106.65778008759027,0.8064516129032258
Year2,26,64.91974057549164,45.18547301330423,45.0,0.0,0.0,135.80738284953622,0.8387096774193549
Year2,27,35.970257798191305,73.33035787719734,45.0,0.0,0.0,164.9497128859535,0.8709677419354839
Year2,28,-4.267600935700502,84.14991989454161,45.0,0.0,0.0,-165.91457475006038,0.9032258064516129
Year2,29,-45.934552122586446,73.69517229599585,45.0,0.0,0.0,-136.78490129799343,0.9354838709677419
Year2,30,-78.18351032105747,43.39538839148893,45.0,0.0,0.0,-107.66075350809884,0.967741935483871
Year2,31,-92.0,5.633375276077825e-14,45.0,0.0,0.0,-107.66075350809884,1.0
Year5,0,12.0,0.0,45.0,0.0,0.0,83.96141246737345,0.0
Year5,1,12.748537757979067,7.076015711743504,45.0,0.0,0.0,116.11598162478556,0.03225806451612903
Year5,2,9.077704951417548,14.563830483458306,45.0,0.0,0.0,147.46648585734295,0.06451612903225806
Year5,3,0.9999126235255553,19.716596851247882,45.0,0.0,0.0,178.28270970559493,0.0967741935483871
Year5,4,-9.830733963802677,20.041314238159778,45.0,0.0,0.0,-151.27226284868772,0.12903225806451613
Year5,5,-20.439657310065073,14.226421356554182,45.0,0.0,0.0,-121.09478752708908,0.16129032258064516
Year5,6,-27.34286011386757,2.7804971075255582,45.0,0.0,0.0,-91.11613940679275,0.1935483870967742
Year5,7,-27.62802194935661,-11.856117966632668,45.0,0.0,0.0,-61.289080905803544,0.22580645161290322
Year5,8,-19.982298527039823,-25.81500147680487,45.0,0.0,0.0,-31.580135536889316,0.25806451612903225
Year5,9,-5.334165581774102,-34.819593876332185,45.0,0.0,0.0,-1.9649488077492088,0.2903225806451613
Year5,10,13.130379236584817,-35.45308060891543,45.0,0.0,0.0,27.574603688525144,0.3225806451612903
Year5,11,30.644037729399177,-26.307043495749095,45.0,0.0,0.0,57.05227915678908,0.3548387096774194
Year5,12,42.08818973381686,-8.649342863164371,45.0,0.0,0.0,86.47870271357309,0.3870967741935484
Year5,13,43.459504194737704,13.63550740768973,45.0,0.0,0.0,115.8622074005902,0.41935483870967744
Year5,14,33.15931107293306,34.883575436962786,45.0,0.0,0.0,145.20941855205882,0.45161290322580644
Year5,15,12.710509055184154,49.09087841476365,45.0,0.0,0.0,174.52566860947024,0.4838709677419355
Year5,16,-13.357354299722802,51.589141947321586,45.0,0.0,0.0,-156.18470303614095,0.5161290322580645
Year5,17,-38.49324851093835,40.49487443486568,45.0,0.0,0.0,-126.9181297361827,0.5483870967741935
Year5,18,-55.77097847086739,17.498257381539446,45.0,0.0,0.0,-97.67165329873166,0.5806451612903226
Year5,19,-59.78292415644256,-12.285703226056315,45.0,0.0,0.0,-68.44279981679429,0.6129032258064516
Year5,20,-48.26680703065109,-41.435694707362,45.0,0.0,0.0,-39.22948465315649,0.6451612903225806
Year5,21,-22.989367059276525,-62.073141134380926,45.0,0.0,0.0,-10.029938910117515,0.6774193548387096
Year5,22,10.414323278701898,-67.9811118537914,45.0,0.0,0.0,19.157348068243586,0.7096774193548387
Year5,23,43.67672365791711,-56.425675164715784,45.0,0.0,0.0,48.33367409015749,0.7419354838709677
Year5,24,67.94359045914736,-29.156890965152485,45.0,0.0,0.0,77.50016027402175,0.7741935483870968
Year5,25,76.12354951888953,7.741008379167318,45.0,0.0,0.0,106.65778008759027,0.8064516129032258
Year5,26,64.91974057549164,45.18547301330423,45.0,0.0,0.0,135.80738284953622,0.8387096774193549
Year5,27,35.970257798191305,73.33035787719734,45.0,0.0,0.0,164.9497128859535,0.8709677419354839
Year5,28,-4.267600935700502,84.14991989454161,45.0,0.0,0.0,-165.91457475006038,0.9032258064516129
Year5,29,-45.934552122586446,73.69517229599585,45.0,0.0,0.0,-136.78490129799343,0.9354838709677419
Year5,30,-78.18351032105747,43.39538839148893,45.0,0.0,0.0,-107.66075350809884,0.967741935483871
Year5,31,-92.0,5.633375276077825e-14,45.0,0.0,0.0,-107.66075350809884,1.0
Year10,0,12.0,0.0,45.0,0.0,0.0,83.96141246737345,0.0
Year10,1,12.748537757979067,7.076015711743504,45.0,0.0,0.0,116.11598162478556,0.03225806451612903
Year10,2,9.077704951417548,14.563830483458306,45.0,0.0,0.0,147.46648585734295,0.06451612903225806
Year10,3,0.9999126235255553,19.716596851247882,45.0,0.0,0.0,178.28270970559493,0.0967741935483871
Year10,4,-9.830733963802677,20.041314238159778,45.0,0.0,0.0,-151.27226284868772,0.12903225806451613
Year10,5,-20.439657310065073,14.226421356554182,45.0,0.0,0.0,-121.09478752708908,0.16129032258064516
Year10,6,-27.34286011386757,2.7804971075255582,45.0,0.0,0.0,-91.11613940679275,0.1935483870967742
Year10,7,-27.62802194935661,-11.856117966632668,45.0,0.0,0.0,-61.289080905803544,0.22580645161290322
Year10,8,-19.982298527039823,-25.81500147680487,45.0,0.0,0.0,-31.580135536889316,0.25806451612903225
Year10,9,-5.334165581774102,-34.819593876332185,45.0,0.0,0.0,-1.9649488077492088,0.2903225806451613
Year10,10,13.130379236584817,-35.45308060891543,45.0,0.0,0.0,27.574603688525144,0.3225806451612903
Year10,11,30.644037729399177,-26.307043495749095,45.0,0.0,0.0,57.05227915678908,0.3548387096774194
Year10,12,42.08818973381686,-8.649342863164371,45.0,0.0,0.0,86.47870271357309,0.3870967741935484
Year10,13,43.459504194737704,13.63550740768973,45.0,0.0,0.0,115.8622074005902,0.41935483870967744
Year10,14,33.15931107293306,34.883575436962786,45.0,0.0,0.0,145.20941855205882,0.45161290322580644
Year10,15,12.710509055184154,49.09087841476365,45.0,0.0,0.0,174.52566860947024,0.4838709677419355
Year10,16,-13.357354299722802,51.589141947321586,45.0,0.0,0.0,-156.18470303614095,0.5161290322580645
Year10,17,-38.49324851093835,40.49487443486568,45.0,0.0,0.0,-126.9181297361827,0.5483870967741935
Year10,18,-55.77097847086739,17.498257381539446,45.0,0.0,0.0,-97.67165329873166,0.5806451612903226
Year10,19,-59.78292415644256,-12.285703226056315,45.0,0.0,0.0,-68.44279981679429,0.6129032258064516
Year10,20,-48.26680703065109,-41.435694707362,45.0,0.0,0.0,-39.22948465315649,0.6451612903225806
Year10,21,-22.989367059276525,-62.073141134380926,45.0,0.0,0.0,-10.029938910117515,0.6774193548387096
Year10,22,10.414323278701898,-67.9811118537914,45.0,0.0,0.0,19.157348068243586,0.7096774193548387
Year10,23,43.67672365791711,-56.425675164715784,45.0,0.0,0.0,48.33367409015749,0.7419354838709677
Year10,24,67.94359045914736,-29.156890965152485,45.0,0.0,0.0,77.50016027402175,0.7741935483870968
Year10,25,76.12354951888953,7.741008379167318,45.0,0.0,0.0,106.65778008759027,0.8064516129032258
Year10,26,64.91974057549164,45.18547301330423,45.0,0.0,0.0,135.80738284953622,0.8387096774193549
Year10,27,35.970257798191305,73.33035787719734,45.0,0.0,0.0,164.9497128859535,0.8709677419354839
Year10,28,-4.267600935700502,84.14991989454161,45.0,0.0,0.0,-165.91457475006038,0.9032258064516129
Year10,29,-45.934552122586446,73.69517229599585,45.0,0.0,0.0,-136.78490129799343,0.9354838709677419
Year10,30,-78.18351032105747,43.39538839148893,45.0,0.0,0.0,-107.66075350809884,0.967741935483871
Year10,31,-92.0,5.633375276077825e-14,45.0,0.0,0.0,-107.66075350809884,1.0
CaseAppearance,0,12.0,0.0,45.0,0.0,0.0,83.96141246737345,0.0
CaseAppearance,1,12.748537757979067,7.076015711743504,45.0,0.0,0.0,116.11598162478556,0.03225806451612903
CaseAppearance,2,9.077704951417548,14.563830483458306,45.0,0.0,0.0,147.46648585734295,0.06451612903225806
CaseAppearance,3,0.9999126235255553,19.716596851247882,45.0,0.0,0.0,178.28270970559493,0.0967741935483871
CaseAppearance,4,-9.830733963802677,20.041314238159778,45.0,0.0,0.0,-151.27226284868772,0.12903225806451613
CaseAppearance,5,-20.439657310065073,14.226421356554182,45.0,0.0,0.0,-121.09478752708908,0.16129032258064516
CaseAppearance,6,-27.34286011386757,2.7804971075255582,45.0,0.0,0.0,-91.11613940679275,0.1935483870967742
CaseAppearance,7,-27.62802194935661,-11.856117966632668,45.0,0.0,0.0,-61.289080905803544,0.22580645161290322
CaseAppearance,8,-19.982298527039823,-25.81500147680487,45.0,0.0,0.0,-31.580135536889316,0.25806451612903225
CaseAppearance,9,-5.334165581774102,-34.819593876332185,45.0,0.0,0.0,-1.9649488077492088,0.2903225806451613
CaseAppearance,10,13.130379236584817,-35.45308060891543,45.0,0.0,0.0,27.574603688525144,0.3225806451612903
CaseAppearance,11,30.644037729399177,-26.307043495749095,45.0,0.0,0.0,57.05227915678908,0.3548387096774194
CaseAppearance,12,42.08818973381686,-8.649342863164371,45.0,0.0,0.0,86.47870271357309,0.3870967741935484
CaseAppearance,13,43.459504194737704,13.63550740768973,45.0,0.0,0.0,115.8622074005902,0.41935483870967744
CaseAppearance,14,33.15931107293306,34.883575436962786,45.0,0.0,0.0,145.20941855205882,0.45161290322580644
CaseAppearance,15,12.710509055184154,49.09087841476365,45.0,0.0,0.0,174.52566860947024,0.4838709677419355
CaseAppearance,16,-13.357354299722802,51.589141947321586,45.0,0.0,0.0,-156.18470303614095,0.5161290322580645
CaseAppearance,17,-38.49324851093835,40.49487443486568,45.0,0.0,0.0,-126.9181297361827,0.5483870967741935
CaseAppearance,18,-55.77097847086739,17.498257381539446,45.0,0.0,0.0,-97.67165329873166,0.5806451612903226
CaseAppearance,19,-59.78292415644256,-12.285703226056315,45.0,0.0,0.0,-68.44279981679429,0.6129032258064516
CaseAppearance,20,-48.26680703065109,-41.435694707362,45.0,0.0,0.0,-39.22948465315649,0.6451612903225806
CaseAppearance,21,-22.989367059276525,-62.073141134380926,45.0,0.0,0.0,-10.029938910117515,0.6774193548387096
CaseAppearance,22,10.414323278701898,-67.9811118537914,45.0,0.0,0.0,19.157348068243586,0.7096774193548387
CaseAppearance,23,43.67672365791711,-56.425675164715784,45.0,0.0,0.0,48.33367409015749,0.7419354838709677
CaseAppearance,24,67.94359045914736,-29.156890965152485,45.0,0.0,0.0,77.50016027402175,0.7741935483870968
CaseAppearance,25,76.12354951888953,7.741008379167318,45.0,0.0,0.0,106.65778008759027,0.8064516129032258
CaseAppearance,26,64.91974057549164,45.18547301330423,45.0,0.0,0.0,135.80738284953622,0.8387096774193549
CaseAppearance,27,35.970257798191305,73.33035787719734,45.0,0.0,0.0,164.9497128859535,0.8709677419354839
CaseAppearance,28,-4.267600935700502,84.14991989454161,45.0,0.0,0.0,-165.91457475006038,0.9032258064516129
CaseAppearance,29,-45.934552122586446,73.69517229599585,45.0,0.0,0.0,-136.78490129799343,0.9354838709677419
CaseAppearance,30,-78.18351032105747,43.39538839148893,45.0,0.0,0.0,-107.66075350809884,0.967741935483871
CaseAppearance,31,-92.0,5.633375276077825e-14,45.0,0.0,0.0,-107.66075350809884,1.0
CaseStructural,0,12.0,0.0,45.0,0.0,0.0,83.96141246737345,0.0
CaseStructural,1,12.748537757979067,7.076015711743504,45.0,0.0,0.0,116.11598162478556,0.03225806451612903
CaseStructural,2,9.077704951417548,14.563830483458306,45.0,0.0,0.0,147.46648585734295,0.06451612903225806
CaseStructural,3,0.9999126235255553,19.716596851247882,45.0,0.0,0.0,178.28270970559493,0.0967741935483871
CaseStructural,4,-9.830733963802677,20.041314238159778,45.0,0.0,0.0,-151.27226284868772,0.12903225806451613
CaseStructural,5,-20.439657310065073,14.226421356554182,45.0,0.0,0.0,-121.09478752708908,0.16129032258064516
CaseStructural,6,-27.34286011386757,2.7804971075255582,45.0,0.0,0.0,-91.11613940679275,0.1935483870967742
CaseStructural,7,-27.62802194935661,-11.856117966632668,45.0,0.0,0.0,-61.289080905803544,0.22580645161290322
CaseStructural,8,-19.982298527039823,-25.81500147680487,45.0,0.0,0.0,-31.580135536889316,0.25806451612903225
CaseStructural,9,-5.334165581774102,-34.819593876332185,45.0,0.0,0.0,-1.9649488077492088,0.2903225806451613
CaseStructural,10,13.130379236584817,-35.45308060891543,45.0,0.0,0.0,27.574603688525144,0.3225806451612903
CaseStructural,11,30.644037729399177,-26.307043495749095,45.0,0.0,0.0,57.05227915678908,0.3548387096774194
CaseStructural,12,42.08818973381686,-8.649342863164371,45.0,0.0,0.0,86.47870271357309,0.3870967741935484
CaseStructural,13,43.459504194737704,13.63550740768973,45.0,0.0,0.0,115.8622074005902,0.41935483870967744
CaseStructural,14,33.15931107293306,34.883575436962786,45.0,0.0,0.0,145.20941855205882,0.45161290322580644
CaseStructural,15,12.710509055184154,49.09087841476365,45.0,0.0,0.0,174.52566860947024,0.4838709677419355
CaseStructural,16,-13.357354299722802,51.589141947321586,45.0,0.0,0.0,-156.18470303614095,0.5161290322580645
CaseStructural,17,-38.49324851093835,40.49487443486568,45.0,0.0,0.0,-126.9181297361827,0.5483870967741935
CaseStructural,18,-55.77097847086739,17.498257381539446,45.0,0.0,0.0,-97.67165329873166,0.5806451612903226
CaseStructural,19,-59.78292415644256,-12.285703226056315,45.0,0.0,0.0,-68.44279981679429,0.6129032258064516
CaseStructural,20,-48.26680703065109,-41.435694707362,45.0,0.0,0.0,-39.22948465315649,0.6451612903225806
CaseStructural,21,-22.989367059276525,-62.073141134380926,45.0,0.0,0.0,-10.029938910117515,0.6774193548387096
CaseStructural,22,10.414323278701898,-67.9811118537914,45.0,0.0,0.0,19.157348068243586,0.7096774193548387
CaseStructural,23,43.67672365791711,-56.425675164715784,45.0,0.0,0.0,48.33367409015749,0.7419354838709677
CaseStructural,24,67.94359045914736,-29.156890965152485,45.0,0.0,0.0,77.50016027402175,0.7741935483870968
CaseStructural,25,76.12354951888953,7.741008379167318,45.0,0.0,0.0,106.65778008759027,0.8064516129032258
CaseStructural,26,64.91974057549164,45.18547301330423,45.0,0.0,0.0,135.80738284953622,0.8387096774193549
CaseStructural,27,35.970257798191305,73.33035787719734,45.0,0.0,0.0,164.9497128859535,0.8709677419354839
CaseStructural,28,-4.267600935700502,84.14991989454161,45.0,0.0,0.0,-165.91457475006038,0.9032258064516129
CaseStructural,29,-45.934552122586446,73.69517229599585,45.0,0.0,0.0,-136.78490129799343,0.9354838709677419
CaseStructural,30,-78.18351032105747,43.39538839148893,45.0,0.0,0.0,-107.66075350809884,0.967741935483871
CaseStructural,31,-92.0,5.633375276077825e-14,45.0,0.0,0.0,-107.66075350809884,1.0
