Policy,Seed,Success,Unsafe,Timeout,TouchdownXY,TouchdownVz,MaxTiltDeg,EnergyJ,MaxAeroForce
Manual,5190,0,1,0,0.888493450276377,4.09040164153963,9.48299733132461,133.28588408803,3.17805779306443
Manual,5191,0,1,0,7.15833160267813,4.49859044958801,9.01516939631754,673.025408863104,5.37887168135151
Manual,5192,0,1,0,7.21598932284234,3.65522873220263,10.8469244179164,690.851325958371,6.0195562812857
Manual,5193,0,1,0,0.941032038309151,4.69024014377106,7.23088736938557,95.6840768297223,4.3595348780615
Manual,5194,0,1,0,1.11424319430426,4.21000959044284,9.93771261870506,89.0233561655375,3.45732373754184
Manual,5195,0,1,0,0.964885578404144,4.50854722624368,12.2214124791653,60.2341531554933,3.82457526447182
Manual,5196,0,1,0,1.58115722123163,1.47326488767738,5.70299439308699,331.656127244844,0.526586400001015
Manual,5197,0,1,0,1.36845086898873,4.74323395817888,11.4424010236593,88.1471213609815,3.74786390691996
Manual,5198,0,1,0,1.33944870031415,2.41325300374645,10.7912785091187,131.998120585015,2.64934635296325
Manual,5199,0,1,0,2.91750478001318,5.69102409880116,19.6238750913638,100.828191921606,4.41679044370306
Ontology-RGAT,5000,0,1,0,12.0853198493821,6.16521047734929,39.3789549514509,637.468661159032,8.94557071646874
Ontology-RGAT,5001,0,1,0,12.0558226664688,6.12601160914555,30.2609545826351,615.302731573611,9.86506626456997
Ontology-RGAT,5002,0,1,0,7.3927640838132,3.04424776734388,25.7426308090519,741.909995369163,3.96868137224405
Ontology-RGAT,5003,0,1,0,3.91387998659257,6.38195577977347,13.7771678357965,571.629408246573,9.53780191563773
Ontology-RGAT,5004,0,1,0,9.79868749078796,6.37858897336862,18.9216503615262,676.305638661779,10.3421514866744
Ontology-RGAT,5005,0,1,0,6.35380189600352,6.20844051457004,16.6056927553469,552.524814436153,9.42398989919745
Ontology-RGAT,5006,0,1,0,5.57497016996316,5.58961364651891,13.6071408479295,612.441372868255,7.26215018301313
Ontology-RGAT,5007,0,1,0,7.93135178667162,6.40842733453339,17.0713246449165,614.487428303171,10.5326162818307
Ontology-RGAT,5008,0,1,0,8.10612794756076,6.32142580197201,29.9000657692105,645.209922477402,8.34789291917701
Ontology-RGAT,5009,0,1,0,7.29201691004103,6.44146561132799,14.5636570117569,582.906322853921,10.2486643389684
Ontology-RGAT,5010,0,1,0,7.86745136556768,6.10623625503677,23.2586127862873,644.791014838881,8.66370343611453
Ontology-RGAT,5011,0,1,0,4.40847602571863,6.2280138111311,14.834548865405,574.174817466627,8.43807781196992
Ontology-RGAT,5012,0,1,0,9.33040635048631,6.47800613733506,21.9439020196361,627.341302409522,9.75487258793869
Ontology-RGAT,5013,0,1,0,5.38968175369816,2.81080245843464,13.2355011666014,530.305926815366,1.37048253665528
Ontology-RGAT,5014,0,1,0,7.05252892912199,6.751902835522,28.0169757641045,624.3718478364,8.95235335942825
Ontology-RGAT,5015,0,1,0,4.90282062023011,6.13697624543326,13.271189280528,605.621092279295,9.04554284299976
Ontology-RGAT,5016,0,1,0,11.0322808769142,6.61405958857477,16.0110581483833,605.901887231155,9.12053177166624
Ontology-RGAT,5017,0,1,0,12.0273600091538,3.08388213856364,25.0495337871499,515.690530121828,1.64855901696197
Ontology-RGAT,5018,0,1,0,8.9828922736397,6.45532593303996,31.0775904191432,647.397696188572,9.95630354565627
Ontology-RGAT,5019,0,1,0,12.0986968258605,0.458210140877319,21.9078934107404,1011.16232247187,2.12056853493736
Ontology-RGAT,5020,0,1,0,12.0197039103281,6.39523925426833,35.2572287116683,684.260073860318,10.1249616631126
Ontology-RGAT,5021,0,1,0,6.92354651658478,6.74145221755659,14.3551605391045,565.196766337231,8.40561533470151
Ontology-RGAT,5022,0,1,0,2.03119073064491,5.28096636070541,11.7208856609558,604.977643329583,5.92082582209582
Ontology-RGAT,5023,0,1,0,6.73935194869534,0.289053701506654,73.5757678562183,704.482597984197,5.54579490259167
