time_s,context,numSV,hdop,cn0_mean,gnss_hAcc,lidar_score,lidar_feature_count,rel_gnss,rel_lidar,rel_localization,sigma_gnss_m,sigma_lidar_pos_m,sigma_lidar_yaw_deg,n_particles,ess,ess_ratio,meas_dim,rule_R1,rule_R2,rule_R3,rule_R4,rule_R5,rule_R6,rule_R7,rule_R8,rule_R9,rule_R10
85.1,UrbanCanyon,8,2.87616250559258,31.5542917883084,5.92967663918465,0.800622684557512,271,0,0.718742198653533,0.718742198653533,NaN,0.377764877045622,1.51195355736424,1050,421.928152064075,0.401836335299119,3,1,0,0,0,0,0,0,0,0,0
85.2,UrbanCanyon,7,2.82013534984696,31.6074249267515,4.97301863785246,0.821975230297478,389,0.223576743972354,0.83039840429931,0.868317376838586,5.52266458000457,0.3,1.05888231137798,850,593.663912794571,0.698428132699496,5,0,1,0,0,0,0,0,0,0,1
85.3,UrbanCanyon,8,3.30010198629382,28.962321996785,5.9130640836115,0.761714757935285,346,0,0.754548887816641,0.754548887816641,NaN,0.33061562118012,1.34221623624843,850,399.357269596243,0.469832081877933,3,1,0,0,0,0,0,0,0,0,0
85.4,UrbanCanyon,11,3.2682385919924,29.7660504630446,5.71727068807009,0.761339025162071,273,0.241065799734597,0.694072146858587,0.76782088943721,5.30784896265989,0.413979628319284,1.64232666194942,1000,665.809612633569,0.665809612633569,5,0,1,0,0,0,0,0,0,0,0
85.5,UrbanCanyon,6,2.83740949662989,26.3764335605861,4.56594776741565,0.652886280811674,349,0,0.684108808143821,0.684108808143821,NaN,0.429468112730792,1.69808520583085,1000,648.21849250344,0.64821849250344,3,1,0,0,0,0,0,0,0,0,0
85.6,UrbanCanyon,7,3.18679444745048,30.6130367469539,5.81916750460853,0.861926184569682,305,0.202316984821822,0.787865543661687,0.830783947244871,5.79038554163,0.3,1.20500924809356,1000,352.972745901174,0.352972745901174,5,0,1,0,0,0,0,0,0,0,1
85.7,UrbanCanyon,8,3.3562773335201,28.3840859544774,6.34167909453812,0.752008261518489,337,0,0.740620535217388,0.740620535217388,NaN,0.348194266877286,1.40549936075823,1000,525.912346311238,0.525912346311238,3,1,0,0,0,0,0,0,0,0,0
85.8,UrbanCanyon,9,3.71521273321656,28.9082016094222,3.89704678779941,0.835732757030418,406,0.213673812046028,0.853640947210381,0.884914043947384,5.6464709908978,0.3,0.992788751001272,1000,275.458554425608,0.275458554425608,5,0,1,0,0,0,0,0,0,0,1
85.9,UrbanCanyon,8,2.54912336056172,30.862480125576,4.11665741024204,0.787191019094109,419,0,0.831842982793053,0.831842982793053,NaN,0.3,1.05449104192344,1000,561.55406326096,0.56155406326096,3,1,0,0,0,0,0,0,0,0,1
86,UrbanCanyon,8,2.85212170399762,26.1557056132635,5.9326322649051,0.85138329584365,331,0.192805381732778,0.802251808215246,0.840378723819272,5.91250521407653,0.3,1.15193912618726,1000,249.488426471247,0.249488426471247,5,0,1,0,0,0,0,0,0,0,1
86.1,UrbanCanyon,6,2.61310776774901,29.5048147591517,4.53164139220515,0.842852517978174,301,0,0.771786187045377,0.771786187045377,NaN,0.310203861058219,1.26873389980959,1000,306.789511176381,0.306789511176381,3,1,0,0,0,0,0,0,0,0,0
86.2,UrbanCanyon,7,2.95398138694856,30.2472510785393,4.88487824949943,0.852660871369477,297,0.211335158193005,0,0.211335158193005,5.67593786161962,NaN,NaN,1500,1498.9835014422,0.999322334294803,2,0,1,0,0,1,0,0,0,0,0
86.3,UrbanCanyon,8,2.50620337834307,30.4274814578885,6.5951006586638,0.831855444881065,399,0,0.845268148070313,0.845268148070313,NaN,0.3,1.01547751401431,800,315.16548198327,0.393956852479088,3,1,0,0,0,0,0,0,0,0,1
86.4,UrbanCanyon,10,2.69787566788528,29.5981666165475,4.37179508636005,0.850275793569153,302,0.252128180706228,0.777584781691333,0.833661926044875,5.17449806475021,0.30367132333823,1.24521676401763,800,33.23334433267,0.0415416804158375,5,0,1,0,0,0,0,0,0,0,0
86.5,UrbanCanyon,8,3.13154593953193,30.4908853618729,5.74603267780083,0.807681781908235,273,0,0.725121793878517,0.725121793878517,NaN,0.368895070501411,1.48002225380508,950,541.750136802897,0.570263301897786,3,1,0,0,0,0,0,0,0,0,0
86.6,UrbanCanyon,5,5.83137115583265,20.1072144619079,9.65882837965043,0.755319495121191,302,0.0530462689886232,0.713964061731198,0.729137201053018,7.87377094941094,0.384541394953285,1.53634902183182,950,232.557638343358,0.24479751404564,5,0,1,0,0,0,0,0,0,0,0
86.7,UrbanCanyon,9,3.24127362906841,28.908435055995,5.22235770706907,0.81118989856942,354,0,0.794297232041511,0.794297232041511,NaN,0.3,1.18082265871205,950,241.986167839558,0.254722281936377,3,1,0,0,0,0,0,0,0,0,1
86.8,UrbanCanyon,7,2.74695650323253,31.0693547682706,3.78159691291733,0.775763892499138,355,0,0.771386807974422,0.771386807974422,NaN,0.310659978920309,1.27037592411311,950,497.101421968835,0.523264654704037,3,1,0,0,0,0,0,0,0,0,0
86.9,UrbanCanyon,6,2.93751556403259,29.6746798541476,4.37126351985727,0.694828131529055,398,0,0.752634848124467,0.752634848124467,NaN,0.332973795906014,1.35070566526165,950,346.173106427545,0.364392743607942,3,1,0,0,0,0,0,0,0,0,0
87,UrbanCanyon,7,3.62385342968182,28.4252817408759,5.24870838448601,0.775590763621639,384,0.18080362253128,0.795195811626498,0.832225150794006,6.06866163886299,0.3,1.17750280017796,950,230.832402074391,0.24298147586778,5,0,1,0,0,0,0,0,0,0,1
87.1,UrbanCanyon,9,2.70520842653898,29.4339157268039,5.98762193123466,0.647468629220042,299,0,0.639228981577428,0.639228981577428,NaN,0.505389319334149,1.97140154960294,950,548.604084340385,0.577477983516195,3,1,0,0,0,0,0,0,0,0,0
87.2,UrbanCanyon,8,3.31548876547909,28.8944387235148,5.63271745790337,0.927966828753071,304,0.200240354723816,0.831287775264557,0.865070770991827,5.8169239216983,0.3,1.05617433297664,950,71.7593945542295,0.0755362047939258,5,0,1,0,0,0,0,0,0,0,1
87.3,UrbanCanyon,9,3.46968754337702,26.957630309435,5.45254654830345,0.713903650757696,350,0,0.725815446007656,0.725815446007656,NaN,0.367942924119951,1.47659452683182,950,859.127884146358,0.904345141206693,3,1,0,0,0,0,0,0,0,0,0
87.4,UrbanCanyon,8,2.91404667119042,27.8176722592459,3.8507153249144,0.772651550333498,289,0.214746209873998,0.714851538723444,0.776086090033987,5.63298811925801,0.383274112420969,1.53178680471549,950,664.275235559403,0.699237090062529,5,0,1,0,0,0,0,0,0,0,0
87.5,UrbanCanyon,8,2.92537066236866,32.5448607078762,5.82014210441765,0.927998556466643,296,0,0.824709032832651,0.824709032832651,NaN,0.3,1.07654230853418,950,524.338031552888,0.551934770055672,3,1,0,0,0,0,0,0,0,0,1
87.6,UrbanCanyon,9,2.88156810236105,28.2779731987101,6.24517206415475,0.779641826684734,251,0.215871028187538,0.688185023878772,0.755496843378334,5.61886595548535,0.423071448333706,1.67505721400134,1100,365.104248664351,0.331912953331228,5,0,1,0,0,0,0,0,0,0,0
87.7,UrbanCanyon,9,3.75330746956962,28.6328467803765,5.35713620214685,0.282832180176489,129,0,0.254672560718248,0.254672560718248,NaN,1.56878247936574,5.79961692571665,1450,1261.53249567913,0.870022410813191,3,1,0,0,0,0,0,0,0,0,0
87.8,UrbanCanyon,7,3.92444856866804,29.1932523474452,5.91028644367078,0.807376986139275,384,0.176190433566106,0.816492580713314,0.848824832480033,6.12929761398401,0.3,1.10307475639934,850,546.987590367582,0.643514812197155,5,0,1,0,0,0,0,0,0,0,1
87.9,UrbanCanyon,8,3.08071279820793,28.3162963904022,5.33784944953056,0.793351120184233,310,0,0.746045250523436,0.746045250523436,NaN,0.341232536954261,1.38043713303534,1000,593.439887160161,0.593439887160161,3,1,0,0,0,0,0,0,0,0,0
88,UrbanCanyon,11,2.93136841938439,31.1705867925256,4.6199757568684,0.829707153177346,346,0.265540391976869,0.800103792628822,0.853184309888854,5.01544732653993,0.3,1.15962644349243,1000,377.726266987741,0.377726266987741,5,0,1,0,0,0,0,0,0,0,1
88.1,UrbanCanyon,7,2.49234391294597,27.3552485440321,4.28928214284575,0.778584025491058,339,0,0.760076297079009,0.760076297079009,NaN,0.3239084580583,1.31807044900988,1000,473.060268669651,0.473060268669651,3,1,0,0,0,0,0,0,0,0,0
88.2,UrbanCanyon,10,3.08320887537837,30.1969679283208,5.5705977972331,0.791949939387983,368,0.237943484743203,0.792956459389949,0.842221120936275,5.34584105956266,0.3,1.18580324937511,1000,42.8207603629008,0.0428207603629008,5,0,1,0,0,0,0,0,0,0,1
88.3,UrbanCanyon,10,3.61228587820245,30.1309114608971,4.95657520136054,0.816710354860423,359,0,0.802120937756483,0.802120937756483,NaN,0.3,1.15240510946936,1000,95.5596906092735,0.0955596906092735,3,1,0,0,0,0,0,0,0,0,1
88.4,UrbanCanyon,8,3.16931311336846,28.7275465194101,4.64166445875106,0.791752274254532,282,0.208557299322824,0.721874023750536,0.779879226228648,5.71105238764146,0.373385146661793,1.49618652798245,1000,761.167577093885,0.761167577093885,5,0,1,0,0,0,0,0,0,0,0
88.5,UrbanCanyon,7,3.30446780932547,30.0118669041199,4.4344308356728,0.784718755450899,301,0,0.732836566152102,0.732836566152102,NaN,0.3584407509635,1.4423867034686,1000,186.543994884661,0.186543994884661,3,1,0,0,0,0,0,0,0,0,0
88.6,UrbanCanyon,9,2.65834598322258,32.0596753074875,5.85728382259098,0.830285891529687,247,0,0.718816547324891,0.718816547324891,NaN,0.377660335145739,1.51157720652466,1000,765.201470933314,0.765201470933314,3,1,0,0,0,0,0,0,0,0,0
88.7,UrbanCanyon,7,2.29653737689696,28.510715158819,5.16743973812007,0.786154030839322,339,0,0.765148200662346,0.765148200662346,NaN,0.317888419130335,1.2963983088692,1000,602.729731292568,0.602729731292568,3,1,0,0,0,0,0,0,0,0,0
88.8,UrbanCanyon,10,2.7897816228725,28.3676775274446,4.44995509884355,0.879788857604672,393,0,0.872433534595131,0.872433534595131,NaN,0.3,0.946458827863026,1000,356.983020718717,0.356983020718717,3,1,0,0,0,0,0,0,0,0,1
88.9,UrbanCanyon,8,3.21036389264587,28.3286594591988,5.33551515602869,0.877267838568369,351,0,0.836094451840807,0.836094451840807,NaN,0.3,1.04178525845629,1000,223.441546259335,0.223441546259335,3,1,0,0,0,0,0,0,0,0,1
89,UrbanCanyon,8,3.375256103627,26.7539716786965,4.43510045751122,0.689455716086418,336,0.191816855243385,0.6978853297779,0.755836015742796,5.92527996374953,0.40818318490852,1.62145946567067,1000,534.385851773932,0.534385851773932,5,0,1,0,0,0,0,0,0,0,0
89.1,UrbanCanyon,9,3.49628443979583,30.3485780261657,4.94344600529418,0.63355685340881,336,0,0.660433091783902,0.660433091783902,NaN,0.468264212888599,1.83775116639896,1000,286.393679797664,0.286393679797664,3,1,0,0,0,0,0,0,0,0,0
89.2,UrbanCanyon,6,3.22485308585961,30.7272290837451,4.57349955125282,0.844615303339238,347,0.197872896554193,0.810917253237289,0.84833160402765,5.84726312065889,0.3,1.12177056610998,1000,420.53587010804,0.42053587010804,5,0,1,0,0,0,0,0,0,0,1
89.3,UrbanCanyon,6,3.31361038418357,28.9523732509017,5.63123805813941,0.80743904886697,311,0,0.75630916274087,0.75630916274087,NaN,0.32846306041014,1.3344670174765,1000,144.089612099211,0.144089612099211,3,1,0,0,0,0,0,0,0,0,0
89.4,UrbanCanyon,6,3.26308277978518,29.0830227289197,4.69625142345202,0.766717083046206,330,0.185294587810047,0.744700445640958,0.792006071334005,6.00995926921281,0.342944656139814,1.38660076210333,1000,585.854999771352,0.585854999771352,5,0,1,0,0,0,0,0,0,0,0
89.5,UrbanCanyon,10,2.74406084179366,26.9135153708874,5.67351184465462,0.71269983642607,350,0,0,0,NaN,NaN,NaN,1750,1750,0.999999999999999,0,1,0,0,0,1,0,0,1,0,0
89.6,UrbanCanyon,9,3.07770053771289,30.6767655952344,3.64729586457492,0.780766826101784,275,0.24211673892955,0.708738773488195,0.779257991827855,5.29509629928624,0.392082755172902,1.56349791862245,950,755.885926270809,0.795669396074536,5,0,1,0,0,0,0,0,0,0,0
89.7,UrbanCanyon,7,2.95499536595738,29.96057885088,3.63495159233024,0.774822950447876,327,0,0.747656376800077,0.747656376800077,NaN,0.339193260424162,1.37309573752698,950,237.425649845999,0.249921736679999,3,1,0,0,0,0,0,0,0,0,0
89.8,UrbanCanyon,9,3.09097449641013,27.9767778570915,5.56657411168582,0.805990909847107,310,0.211649593287165,0.754513909597562,0.806470940788894,5.67197091011434,0.330658551452685,1.34237078522967,950,502.728895035389,0.529188310563568,5,0,1,0,0,0,0,0,0,0,0
89.9,UrbanCanyon,8,2.23145226371526,28.3536972953986,6.32320922621426,0.806959911262775,348,0,0.786513140546059,0.786513140546059,NaN,0.3,1.21018975243556,950,435.336128163224,0.458248555961289,3,1,0,0,0,0,0,0,0,0,1
90,UrbanCanyon,5,6.24952226326865,22.3405465998126,9.81825287339768,0.794913528142856,314,0.0637710241995961,0.750392063855713,0.766309817591982,7.71219756102619,0.335760304465526,1.36073709607589,950,672.47222781423,0.707865502962347,5,0,1,0,0,0,0,0,0,0,0
90.1,UrbanCanyon,6,3.20419052118676,28.6574929393538,6.07550072044334,0.725721437109148,331,0,0.718058362863129,0.718058362863129,NaN,0.378727716878547,1.51541978076277,950,537.081315373373,0.565348753024603,3,1,0,0,0,0,0,0,0,0,0
90.2,UrbanCanyon,9,2.70954162145687,29.892266576811,5.71894169081378,0.808276785570854,306,0.23424975164298,0.752745446332472,0.810664764121687,5.3909875428707,0.332837035773321,1.35021332878396,950,429.386381214641,0.451985664436464,5,0,1,0,0,0,0,0,0,0,0
90.3,UrbanCanyon,6,3.07628672436021,30.0237476473951,4.94714869587623,0.860505874068572,361,0,0.833113935625943,0.833113935625943,NaN,0.3,1.05065862634036,950,445.580944728761,0.469032573398695,3,1,0,0,0,0,0,0,0,0,1
90.4,UrbanCanyon,9,3.0305952670985,29.5574577342304,4.58652306926635,0.641746335553512,304,0.229474261173984,0.639520044820853,0.722240916203619,5.44967931354702,0.504864495214899,1.96951218277364,950,853.333290139864,0.898245568568278,5,0,1,0,0,0,0,0,0,0,0
90.5,UrbanCanyon,10,3.21294653787327,28.7366754742143,6.55014305091715,0.726796595384118,358,0,0.741053718907359,0.741053718907359,NaN,0.347632941229272,1.40347858842538,950,355.184274318483,0.37387818349314,3,1,0,0,0,0,0,0,0,0,0
90.6,UrbanCanyon,10,2.74453277449531,29.7366875198421,5.17324582918156,0.77381405815546,303,0.246654694125484,0.727180418964158,0.794472649275996,5.24023319906534,0.366076309491431,1.46987471416915,950,427.524457134517,0.450025744352123,5,0,1,0,0,0,0,0,0,0,0
90.7,UrbanCanyon,9,2.83285693252046,31.1416904958202,4.84853604823144,0.838895554427861,296,0,0.765010021466667,0.765010021466667,NaN,0.318050725027741,1.29698261009987,950,513.267909348698,0.540282009840735,3,1,0,0,0,0,0,0,0,0,0
90.8,UrbanCanyon,9,3.05227679813231,31.1056385003142,4.77827769691289,0.305165079794156,141,0.237904011244301,0.279535603462084,0.450936973357159,5.34632236862022,1.47767236669686,5.47162052010869,1500,1178.2894638048,0.785526309203203,5,0,1,0,0,0,0,0,0,0,0
90.9,UrbanCanyon,10,3.29701377504926,29.03450266461,7.34339028566958,0.692969100181791,316,0,0.6837392971218,0.6837392971218,NaN,0.430052080462532,1.70018748966512,1000,694.531955538864,0.694531955538864,3,1,0,0,0,0,0,0,0,0,0
91,UrbanCanyon,7,2.94541569032886,29.8322674795768,4.94604798792418,0.756798471243315,352,0.208462824890153,0.756204975733021,0.807027175185879,5.71224879664701,0.328590034643342,1.33492412471603,1000,639.379772616266,0.639379772616266,5,0,1,0,0,0,0,0,0,0,0
91.1,UrbanCanyon,9,3.21709163518593,28.3642230053951,5.46414118701812,0.848893482156302,307,0,0.780783633044722,0.780783633044722,NaN,0.300139538852677,1.23250233986964,1000,533.404829968033,0.533404829968033,3,1,0,0,0,0,0,0,0,0,0
91.2,UrbanCanyon,8,2.91158025530473,31.6591139375881,4.21589071795534,0.773505668037469,316,0.237604935255553,0.737698797585104,0.800022857802349,5.34996987797352,0.352004801970751,1.4192172870947,1000,113.320304592979,0.113320304592979,5,0,1,0,0,0,0,0,0,0,0
91.3,UrbanCanyon,6,2.50624258110432,28.6932114610604,5.66553866284935,0.819991574431895,323,0,0.77461935486937,0.77461935486937,NaN,0.306991087998747,1.25716791679549,1000,324.749824636684,0.324749824636684,3,1,0,0,0,0,0,0,0,0,0
91.4,UrbanCanyon,7,4.79654958197373,20.691283500842,10.4636920261238,0.980916201942976,366,0.0894956472057905,0.917913855301794,0.925260207948188,7.33214541165762,0.3,0.860643216362734,750,170.734897058446,0.227646529411261,5,0,1,0,0,0,0,0,0,0,1
91.5,UrbanCanyon,8,3.5751731778906,28.8024923602963,4.45758040780484,0.772163962612599,285,0,0.711224854950441,0.711224854950441,NaN,0.388477710995984,1.55051975958554,1000,885.199097320515,0.885199097320515,3,1,0,0,0,0,0,0,0,0,0
91.6,UrbanCanyon,8,3.89436597702284,29.3732997513696,4.15018685110929,0.848564814495641,312,0.199918317992625,0.78468842571208,0.827733153488065,5.82104558307,0.3,1.21723166620108,1000,435.002619497461,0.435002619497461,5,0,1,0,0,0,0,0,0,0,1
91.7,UrbanCanyon,6,3.36083818624139,30.3174156284064,5.23788130736429,0.928257833364673,323,0,0.847157748354331,0.847157748354331,NaN,0.3,1.01024678499306,800,497.415110790996,0.621768888488745,3,1,0,0,0,0,0,0,0,0,1
91.8,UrbanCanyon,8,2.82494196186261,28.0002160086818,5.32815421750244,0.698499306921056,337,0.209017862233962,0.704769535637108,0.766477976164579,5.70522193811946,0.397902567719823,1.58444924379136,1050,911.61002727402,0.868200025975257,5,0,1,0,0,0,0,0,0,0,0
91.9,UrbanCanyon,10,3.32360607871087,28.4820015567458,4.73282486196165,0.797264965386131,367,0,0.795692526808708,0.795692526808708,NaN,0.3,1.17567389241629,1050,740.222835638084,0.704974129179127,3,1,0,0,0,0,0,0,0,0,1
92,UrbanCanyon,11,3.08180973004184,27.8191525893239,4.88343060708724,0.749906846382421,304,0.237701107880631,0.711987587076222,0.780448456711578,5.34879680741134,0.387377874995442,1.54656034998359,1050,545.873547495802,0.519879569043621,5,0,1,0,0,0,0,0,0,0,0
92.1,UrbanCanyon,8,2.95669760194254,26.3712294629411,6.66289100528915,0.665017007287642,324,0,0.67161139488272,0.67161139488272,NaN,0.449597689927182,1.77055168373785,1050,456.898547427834,0.435141473740794,3,1,0,0,0,0,0,0,0,0,0
92.2,UrbanCanyon,8,3.49289193066659,28.2274787191295,4.36127401108286,0.867941823387006,300,0.199318669484981,0.787771021669294,0.830072219256327,5.82872474428241,0.3,1.20537025318966,1050,280.651990373021,0.267287609879067,5,0,1,0,0,0,0,0,0,0,1
92.3,UrbanCanyon,10,2.97959342846761,29.7791215973868,4.86917314267715,0.679028619715226,353,0,0,0,NaN,NaN,NaN,1700,1700.00000000002,1.00000000000001,0,1,0,0,0,1,0,0,1,0,0
92.4,UrbanCanyon,9,2.89898946402128,24.4318053090788,5.41635962193786,0.738156199458792,341,0.194308485716983,0.734639653637391,0.786201420708443,5.89311052950129,0.35604028355421,1.43374502079515,950,584.732077400716,0.615507449895491,5,0,1,0,0,0,0,0,0,0,0
92.5,UrbanCanyon,6,3.37581070013637,27.7669094623406,6.34926493939779,0.905684700921229,339,0,0.845233749617224,0.845233749617224,NaN,0.3,1.0155733303179,950,258.070880149913,0.27165355805254,3,1,0,0,0,0,0,0,0,0,1
92.6,UrbanCanyon,9,3.18541066008305,29.2468126912609,4.6038341587629,0.780236050093661,330,0.223274557257536,0.753758153562753,0.808737692804308,5.52641930722781,0.331587617342062,1.34571542243142,950,452.425523420865,0.476237393074594,5,0,1,0,0,0,0,0,0,0,0
92.7,UrbanCanyon,8,3.52033437895428,28.5389263220576,5.03000057743877,0.757630912881179,304,0,0.71716271163039,0.71716271163039,NaN,0.379992329230684,1.51997238523046,950,581.579951859127,0.612189423009608,3,1,0,0,0,0,0,0,0,0,0
92.8,UrbanCanyon,7,2.55366184360948,27.0305807448732,4.75784293196083,0.966661639310234,330,0.202844985720502,0.878663298337857,0.903275839853887,5.78364893432757,0.3,0.932503356532231,950,195.918551106225,0.206230053796027,5,0,1,0,0,0,0,0,0,0,1
92.9,UrbanCanyon,8,2.81303179543825,29.6438042647194,4.5360333048467,0.940201862308468,382,0,0.903835247746674,0.903835247746674,NaN,0.3,0.883228936183493,750,269.98738228308,0.35998317637744,3,1,0,0,0,0,0,0,0,0,1
93,UrbanCanyon,9,2.91964737006572,28.5075313394864,6.2478903074187,0.807132849849719,398,0.216298202317078,0.827879009399312,0.865108470247276,5.61350806153155,0.3,1.06663071864826,750,489.356172288759,0.652474896385013,5,0,1,0,0,0,0,0,0,0,1
93.1,UrbanCanyon,8,3.09106037888953,28.539953330551,4.84160711590249,0.805140558672425,263,0,0.715169174310525,0.715169174310525,NaN,0.382821498157371,1.53015739336654,1050,918.97768496923,0.875216842827839,3,1,0,0,0,0,0,0,0,0,0
93.2,UrbanCanyon,7,3.12519334121138,30.7096641634454,4.64311002862624,0.940163164305406,341,0.211305567769679,0.869984320084622,0.897457357148102,5.67631125944887,0.3,0.952136693214721,800,315.788182893276,0.394735228616595,5,0,1,0,0,0,0,0,0,0,1
93.3,UrbanCanyon,8,3.56505504494428,27.4730996179813,3.9570223364761,0.290512227754708,157,0,0.282918192595654,0.282918192595655,NaN,1.46551579627571,5.42785686659254,1450,1172.81305246613,0.808836587907679,3,1,0,0,0,0,0,0,0,0,0
93.4,UrbanCanyon,8,2.93799488459335,26.6384212885615,4.63250689041198,0.714460681615586,307,0.200988792393037,0.690713656682442,0.752876745329497,5.8073512790523,0.419145105406865,1.66092237946471,1000,520.467898092081,0.520467898092081,5,0,1,0,0,0,0,0,0,0,0
93.5,UrbanCanyon,8,2.57653505891347,26.2084385344149,4.57384439176691,0.86352624261942,351,0,0.826887582555011,0.826887582555011,NaN,0.3,1.06971118166283,1000,183.484192388314,0.183484192388314,3,1,0,0,0,0,0,0,0,0,1
93.6,UrbanCanyon,8,3.55309961619046,28.6876523692741,6.86950311568687,0.703562499857208,375,0.187388326993936,0.739511874904329,0.788324308867794,5.98270184884572,0.349635158289644,1.41068656984272,1000,187.015557527032,0.187015557527032,5,0,1,0,0,0,0,0,0,0,0
93.7,UrbanCanyon,10,2.60345816383889,26.9871443854012,6.18059114388234,0.800416108523523,363,0,0.794503792710761,0.794503792710761,NaN,0.3,1.18005822089236,1000,272.987560947436,0.272987560947436,3,1,0,0,0,0,0,0,0,0,1
93.8,UrbanCanyon,8,2.72961652422597,25.4707362456414,5.15021004481354,0.860948286719774,296,0.196164713484622,0.779785352102249,0.822983695412228,5.86920934277807,0.301236227871827,1.23645042033858,1000,155.381417454437,0.155381417454437,5,0,1,0,0,0,0,0,0,0,0
93.9,UrbanCanyon,9,2.78680308833497,28.1512621249596,4.87402699230406,0.716269863487902,355,0,0.731525808536894,0.731525808536894,NaN,0.360195978704421,1.44870552333592,1000,692.414361969978,0.692414361969978,3,1,0,0,0,0,0,0,0,0,0
94,UrbanCanyon,7,3.54198753375499,29.5094091025216,4.30040440717918,0.264162017394582,146,0.195631628785719,0.25618855165437,0.401701596803691,5.87606781287932,1.56313867672506,5.77929923621021,1450,1310.7511245652,0.903966292803589,5,0,1,0,0,0,0,0,0,0,0
94.1,UrbanCanyon,6,2.90200875441602,28.13268308603,6.3928404344414,0.713549785954019,356,0,0.730528356589193,0.730528356589193,NaN,0.361537416506303,1.45353469942269,950,456.475277061039,0.480500291643199,3,1,0,0,0,0,0,0,0,0,0
94.2,UrbanCanyon,7,2.98702274418594,28.0996580187361,5.17681741866683,0.768798222919618,248,0.194517186388117,0.678444809356144,0.740992820308682,5.89042050419292,0.438494351575016,1.73057966567006,950,542.853604003221,0.57142484631918,5,0,1,0,0,0,0,0,0,0,0
94.3,UrbanCanyon,7,3.440248316796,31.4158132917189,4.59782138388207,0.802826495945384,296,0,0.740843752283407,0.740843752283407,NaN,0.34790490182636,1.4044576465749,950,452.488422656225,0.476303602796026,3,1,0,0,0,0,0,0,0,0,0
94.4,UrbanCanyon,8,3.0314410401932,27.3932373683917,5.89767786376805,0.782014005069701,360,0.196169127874597,0.7796993833967,0.822915563226005,5.86915256785509,0.301330904189486,1.23679125508215,950,399.719302049257,0.420757160051849,5,0,1,0,0,0,0,0,0,0,0
94.5,UrbanCanyon,7,2.82424361703643,27.7398133010713,4.92223807109693,0.783417245369613,336,0,0.760839554397641,0.760839554397641,NaN,0.322994296851798,1.31477946866647,950,623.93167853572,0.656770187932337,3,1,0,0,0,0,0,0,0,0,0
94.6,UrbanCanyon,9,2.83682707264851,27.6315929032865,4.21486670672394,0.713144607446242,359,0.224619695141129,0.732731886988982,0.792765569054462,5.50971693730429,0.358580610581175,1.44289019809223,950,331.101223387543,0.348527603565834,5,0,1,0,0,0,0,0,0,0,0
94.7,UrbanCanyon,11,2.7520375377743,30.7547194770909,4.61631481447179,0.760400148681394,358,0,0.763568099616534,0.763568099616534,NaN,0.319750108797343,1.30310039167043,950,452.221227461835,0.476022344696669,3,1,0,0,0,0,0,0,0,0,0
94.8,UrbanCanyon,7,2.64387905540241,28.9758741824067,4.54780507356302,0.750675347822045,264,0.214158113115688,0.67950248304077,0.748139626531022,5.64037976945516,0.436796645942579,1.72446792539329,950,747.544104562716,0.786888531118648,5,0,1,0,0,0,0,0,0,0,0
94.9,UrbanCanyon,11,3.07678306906228,25.664774973866,5.33477492364043,0.881853674824829,382,0,0.864741962132636,0.864741962132636,NaN,0.3,0.964652631269564,800,549.651240804604,0.687064051005755,3,1,0,0,0,0,0,0,0,0,1
95,UrbanCanyon,6,3.25861455335338,30.8056835593997,4.92540898619336,0.773147858093889,291,0.195360791143953,0.716834064922905,0.772153586024584,5.87955405142788,0.380457366970213,1.52164652109277,1000,899.716323960838,0.899716323960838,5,0,1,0,0,0,0,0,0,0,0
95.1,UrbanCanyon,6,3.60754427942839,28.9418481742456,5.038082994365,0.689772349689052,303,0,0.670872474291665,0.670872474291665,NaN,0.450812320447227,1.77492435361002,1000,758.24020233467,0.75824020233467,3,1,0,0,0,0,0,0,0,0,0
95.2,UrbanCanyon,9,2.93413445363166,28.3841196367521,5.23006722112,0.804822706954187,359,0,0.794156213659305,0.794156213659305,NaN,0.3,1.18134497937566,1000,550.383476255778,0.550383476255778,3,1,0,0,0,0,0,0,0,0,1
95.3,UrbanCanyon,10,3.18118004880043,26.617043971188,4.69445710756805,0.778693037851549,330,0,0.752724335360538,0.752724335360538,NaN,0.332863135807219,1.35030728890599,1000,319.856149303757,0.319856149303757,3,1,0,0,0,0,0,0,0,0,0
95.4,UrbanCanyon,8,2.78747099049001,26.511476409636,4.12243220622909,0.827348220807062,331,0.207843660783736,0.786148307940731,0.830596026483126,5.7200933260841,0.3,1.21159291576951,1000,661.110475040749,0.661110475040749,5,0,1,0,0,0,0,0,0,0,1
95.5,UrbanCanyon,8,2.89652190242341,30.751445352972,4.32088288282005,0.850013831938299,406,0,0.86320926739866,0.86320926739866,NaN,0.3,0.968405340730501,1000,48.730594225649,0.048730594225649,3,1,0,0,0,0,0,0,0,0,1
95.6,UrbanCanyon,8,3.29024545757381,31.3651060783999,7.27904618349847,0.781492856668422,314,0,0.741400213967843,0.741400213967843,NaN,0.347184623339694,1.4018646440229,1000,351.39666916404,0.35139666916404,3,1,0,0,0,0,0,0,0,0,0
95.7,UrbanCanyon,8,2.87797908987603,29.1604220363264,5.72142501251215,0.814809337645003,285,0,0.739797256222152,0.739797256222152,NaN,0.349263669673801,1.40934921082568,1000,712.355598840657,0.712355598840657,3,1,0,0,0,0,0,0,0,0,0
