Episode,Success,NoiseStd,Samples
334,0,0.271803129811252,42
335,0,0.312641524410599,34
336,0,0.263725175269064,43
337,0,0.645474801012827,30
338,0,0.129924677887073,45
339,1,0.0364990335137001,127
340,1,0.0704757303098658,73
341,0,0.0835945627307613,81
342,1,0.0289793084714367,106
343,0,0.28569139720298,39
344,0,0.128390750329486,56
345,1,0.0206069437377203,139
346,1,0.0206438666043021,117
347,1,0.0341156447712655,126
348,0,0.0845895746948549,81
349,1,0.0317344360001632,121
350,0,0.221691779691247,37
351,0,0.0727300111353799,70
352,0,0.581241275986168,28
353,1,0.0294085913435773,122
354,1,0.041340635777087,102
355,0,0.517709234187427,32
356,0,0.115927126841481,59
357,1,0.0234457121850205,142
358,0,0.0205659633116146,104
359,0,0.392853868236191,31
360,0,0.174776501185689,42
361,0,0.0559723785572043,79
362,1,0.0252022440158994,121
363,0,0.121469074208041,62
364,0,0.152960624413047,48
365,0,0.427509198534503,28
366,0,0.0384082134636333,102
367,1,0.0217851524121041,127
368,0,0.245336694090996,37
369,0,0.11680906360995,50
370,0,0.316690917097286,37
371,0,0.127383384271352,53
372,0,0.433004058968065,34
373,1,0.0240640136959498,140
374,0,0.0629233558619028,93
375,1,0.0207389054000876,125
376,1,0.0515563788764918,102
377,1,0.0279032279491748,131
378,1,0.0280137114821786,107
379,0,0.380556597775615,38
380,0,0.551147533994542,29
381,1,0.0259126842721477,133
382,0,0.267436373497284,35
383,0,0.121370378870022,54
384,1,0.0332099300998513,125
385,0,0.212445344510058,33
386,0,0.137916441856972,53
387,0,0.397116596253306,33
388,0,0.129872275296175,49
389,0,0.0642495926814973,75
390,0,0.444367900126986,34
391,1,0.0222415163566235,137
392,0,0.124572489193263,52
393,1,0.0202388888949787,130
394,0,0.0451170944324818,92
395,0,0.0562650899443475,94
396,0,0.192038319477302,43
397,0,0.456720304897923,32
398,0,0.610018334859574,31
399,0,0.221809809991389,39
400,0,0.524076811151666,32
