Epoch,Loss
1,0.684665345228635
2,0.636797672444647
3,0.618735211236136
4,0.607277932402852
5,0.599331001659016
6,0.595918944903782
7,0.594424840513166
8,0.593040871751177
9,0.591274492688231
10,0.590318083108127
11,0.589564508789188
12,0.587386900252038
13,0.588399925074734
14,0.586768023260347
15,0.586434201879816
16,0.586265534490019
17,0.586018150979346
18,0.584802936066638
19,0.586478388571477
20,0.585357442661956
21,0.584219034556504
22,0.584814746956249
23,0.586494420255933
24,0.584749323326153
25,0.584493269632151
26,0.583820698025462
27,0.583711236387819
28,0.584301653144124
29,0.583786511159205
30,0.583394424600916
31,0.583693996890561
32,0.583883846854116
33,0.582965949079493
34,0.582623511880309
35,0.583696364701449
36,0.582808302654015
37,0.582969569897914
38,0.582834609917232
39,0.583901679777837
40,0.582686382990617
41,0.582212476284949
42,0.582891337819152
43,0.583888947308719
44,0.58275577720705
45,0.583147146544614
46,0.583558446758396
47,0.583030077782306
48,0.583309505012009
49,0.583677770017268
50,0.582735126490121
