Epoch,Loss
1,0.456121636616005
2,0.49219302554707
3,0.526521501632837
4,0.550685149627728
5,0.569748724554921
6,0.584083149066338
7,0.59564082635628
8,0.605404314104017
9,0.613193295814179
10,0.619891397245638
11,0.619523113245492
12,0.619289236409324
13,0.619103218172933
14,0.618881477104439
15,0.618742629721925
16,0.618676259622469
17,0.618596755541288
18,0.618560891885024
19,0.618517660177671
20,0.61846956708929
21,0.618405401706696
22,0.618405764574533
23,0.61835821054794
24,0.618336901559934
25,0.618378755810497
26,0.618368059069246
27,0.618304747801561
28,0.618325773831252
29,0.618311666525327
30,0.618266619823791
31,0.618265520085345
32,0.618264860504276
33,0.6182571715051
34,0.618255534669855
35,0.618272179430658
36,0.618228542280721
37,0.618205817846151
38,0.61822543497924
39,0.618183145156273
40,0.61821136042312
41,0.618197539350489
42,0.618190503382421
43,0.618181685169975
44,0.61817578300015
45,0.618173130265959
46,0.618171653249762
47,0.618179813191131
48,0.61816544519676
49,0.618172411735241
50,0.618160435786614
