Model,PositionRMSE_m,PositionMAE_m,PositionP95_m,YawRMSE_deg,FailureRate_pct,MeanNEES2D,MeanParticles,MaxParticles,MeanRuntime_ms,P95Runtime_ms,RealTimeFactor
PF-Fixed,0.332226877018237,0.306213228992861,0.55242165630865,0.949869372450705,0,0.343656371649314,150,150,1.06142,3.28244499999998,188.426824442727
PF-Adaptive,0.280537710800208,0.234105211875418,0.467892648126841,0.815125014706515,0,0.248997441433599,297,300,0.300955,0.490099999999999,664.551178747651
Ontology-Rule-PF,0.335169069964288,0.285138127512748,0.662976130988248,1.46545044023494,0,1.20339172793503,298.35,300,0.551395,1.093495,362.716382992228
GAT-PF,0.28290800238567,0.243324643863712,0.502999180603544,0.825947205829159,0,1.49556589556794,300,300,0.288226666666667,0.35773,693.898320766061
Ontology-RGAT-PF,0.285689117914725,0.24643494954703,0.512130420270203,0.854459800169442,0,0.534748224406853,300,300,0.299836666666667,0.45594,667.029827350444
Ontology-TAGAT-PF,0.284154357815393,0.243947983223113,0.500565663421139,0.801175935852856,0,1.36600824702601,300,300,0.264386666666667,0.342665,756.467799687324
