Time,ESS,Particles,Runtime_ms,rGNSS,rLiDAR,rOdom,Difficulty,lambdaMotion,lambdaGNSS,lambdaLiDAR,lambdaBroad,sigmaGNSS,sigmaLiDAR,sigmaLiDARYaw
0,63.5172698639986,300,0.5727,0.360011458396912,0.267289727926254,0.727283835411072,0.388310849666595,0.497940310810142,0.227700310711462,0.169055602757204,0.105303775721192,3.97668266706598,1.52216085700596,0.1848273917352
0.200000047683716,81.3538755769932,300,0.3156,0.353276312351227,0.319337397813797,0.742425501346588,0.442347645759583,0.483007200025092,0.213536145686162,0.19302193415904,0.110434720129707,4.04601222532822,1.33825394503723,0.164284792496611
0.400000095367432,120.201069965009,300,0.2645,0.355102211236954,0.276647984981537,0.731535017490387,0.372192174196243,0.49911283911755,0.224179958329001,0.17465093649777,0.102056266055678,4.02714526361173,1.48809534407818,0.181022237418589
0.599999904632568,175.087442982067,300,0.27,0.396371483802795,0.235409215092659,0.809981107711792,0.283687025308609,0.615779756308409,0.286548201776983,0,0.0976720419146084,3.61493908453151,1.64149767091306,0.19815744179292
0.799999952316284,108.226915872821,300,0.2635,0.395210176706314,0.263876527547836,0.731970727443695,0.548007488250732,0.475201127156138,0.237445310669026,0.158539045183598,0.128814516991238,3.62616584287686,1.53469441673758,0.186227403794798
1,114.359430763007,300,0.2601,0.405820667743683,0.305009514093399,0.749732911586761,0.476520299911499,0.47103011858861,0.237519552117815,0.178516593504038,0.112933735789537,3.5243926310445,1.38752943875173,0.169788917974139
1.20000004768372,123.838820911528,300,0.254,0.383536219596863,0.290222972631454,0.7414870262146,0.421594768762589,0.48426609821205,0.23264394057864,0.176042346327546,0.107047614881764,3.74022074039142,1.43945857145032,0.17558945777123
1.40000009536743,104.855676991476,300,0.27,0.375993520021439,0.306914985179901,0.732304096221924,0.383157014846802,0.482716110658693,0.229396831475672,0.18725143222856,0.100635625637075,3.81507269644188,1.38091709442044,0.169050312023057
1.59999990463257,117.501671365036,300,0.2716,0.369400441646576,0.308634459972382,0.728018164634705,0.370636612176895,0.484213525099597,0.227032739298527,0.189686093977362,0.0990676416245142,3.88124642396427,1.3749657748442,0.168385543245816
1.79999995231628,132.950475886821,300,0.2612,0.363081634044647,0.320525079965591,0.728326976299286,0.37588894367218,0.482172076798416,0.222140498687155,0.196103560271355,0.0995838642430737,3.94532003912989,1.33421541738941,0.163833684628532
2,127.55571508903,300,0.2678,0.348482429981232,0.321582645177841,0.728007018566132,0.41531577706337,0.482599035238508,0.213464809983426,0.196987200331886,0.106948954446179,4.09580115234529,1.33062526830974,0.163432661127234
2.20000004768372,140.989737124067,300,0.2515,0.336460083723068,0.321627348661423,0.735460102558136,0.403355330228806,0.489081778498811,0.207339072602706,0.198198595973762,0.105380552924721,4.22228176394238,1.33047363521033,0.16341572354746
2.40000009536743,144.885922639307,300,0.2444,0.336828410625458,0.324175983667374,0.745387554168701,0.441450387239456,0.487221501136565,0.204778605498247,0.197086420792587,0.110913472572601,4.21837245562845,1.3218452526299,0.1624519239625
2.59999990463257,144.520712457653,300,0.238,0.324415326118469,0.320733606815338,0.746230483055115,0.425301074981689,0.493636296478716,0.199664893741935,0.197398940088504,0.109299869690845,4.35131721266891,1.33350708227525,0.163754562836854
2.79999995231628,145.002908286691,300,0.2474,0.34015080332756,0.326506555080414,0.748227417469025,0.431349724531174,0.487135414488398,0.206192033088594,0.1979211859863,0.108751366436708,4.18320769879411,1.31398355087413,0.161573763447632
3,130.147484804907,300,0.2447,0.348099112510681,0.31408166885376,0.739046633243561,0.43177530169487,0.48618671903236,0.212492700101768,0.191727181910459,0.109593398955412,4.09979813687489,1.35620989250611,0.166290491079952
3.20000004768372,126.528207127538,300,0.2431,0.36547002196312,0.314981371164322,0.737408936023712,0.431341588497162,0.480461143119407,0.220823426085482,0.190317293768701,0.10839813702641,3.92102634421987,1.35312630462978,0.165946051008166
3.40000009536743,154.580879862428,300,0.2393,0.367876023054123,0.300752371549606,0.734405636787415,0.444264978170395,0.482042347887022,0.223667609892474,0.182856614452682,0.111433427767822,3.89664577783897,1.40236811473375,0.171446413990285
3.59999990463257,123.755101645902,300,0.2487,0.352650672197342,0.269705474376678,0.746508419513702,0.381383150815964,0.504878857884996,0.221925799513466,0.169727744062568,0.10346759853897,4.05248921765243,1.51332523538848,0.183840443327614
3.79999995231628,145.185393486293,300,0.2646,0.345101922750473,0.300012141466141,0.738893032073975,0.463140189647675,0.488432370798111,0.211667977712732,0.184012197808936,0.115887453680222,4.13113193268102,1.40495750523705,0.17173565168566
4,135.512282860224,300,0.2838,0.357137709856033,0.288696259260178,0.743172824382782,0.409755170345306,0.494103651555552,0.220668509101387,0.17837985560184,0.106847983741221,4.00617539271316,1.44488252897616,0.176195319642041
4.20000004768372,120.95972920943,300,0.2777,0.357841640710831,0.309474438428879,0.736588895320892,0.425070017576218,0.484659488399403,0.218279118658882,0.188775704061497,0.108285688880218,3.99893886723966,1.37206387795778,0.168061398252399
4.40000009536743,134.699082794236,300,0.2692,0.349510818719864,0.297909438610077,0.737521946430206,0.383715957403183,0.494629959227812,0.217384219783907,0.185289860599192,0.102695960389089,4.08508939970001,1.41232789098204,0.172558931675371
4.59999990463257,130.701543303161,300,0.2605,0.353345602750778,0.305036604404449,0.737254202365875,0.383062422275543,0.491274293188861,0.218335707054344,0.188485104050032,0.101904895706763,4.04529527585404,1.38743530304424,0.169778402914687
4.79999995231628,138.629450756224,300,0.2743,0.369748204946518,0.276817947626114,0.727151930332184,0.332580238580704,0.497107164470084,0.233497841223406,0.174811918808208,0.094583075498302,3.87773860134509,1.48748070218927,0.180953581260623
5,139.971931330997,300,0.258,0.371628046035767,0.262762635946274,0.750370621681213,0.465648621320724,0.494232085637974,0.228080210840114,0.161265970227022,0.116421733294891,3.85881050023063,1.53879732739222,0.186685703313765
5.20000004768372,117.412933842266,300,0.2613,0.376621007919312,0.323061347007751,0.75676554441452,0.419951528310776,0.480607110202521,0.223388676235107,0.191620342820212,0.10438387074216,3.80881094214028,1.3256148497874,0.162872992006481
5.40000009536743,127.462835179048,300,0.252,0.358275443315506,0.318611264228821,0.758981883525848,0.432245850563049,0.486648839571957,0.214720527721181,0.190949114904533,0.107681517802328,3.99448325321528,1.34072652308961,0.164560982115981
5.59999990463257,139.342700609668,300,0.2454,0.355387657880783,0.277414888143539,0.772180378437042,0.492062509059906,0.497543263903046,0.215031722931921,0.167853328728941,0.119571684436092,4.02420057289938,1.48532310969153,0.180712575865412
5.79999995231628,147.098704550248,300,0.2352,0.344553530216217,0.279496550559998,0.773988902568817,0.453601777553558,0.504156072101869,0.210885470604694,0.171067066299527,0.11389139099391,4.13688059801619,1.47781305163736,0.17987369432902
